SN,Symbol,Name,Conf,Open,High,Low,Close,VWAP,Vol,Prev Close,Turnover,Trans,Diff,Range,Diff Percent,Range Percent,VWAP%,120 days,180 days,52 weeks high,52 weeks low
1,ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,27.60,586.00,586.00,570.00,571.00,576.59,152.00,575.00,"87,642.00",15,-4.00,16.00,-0.70,2.81,-0.98,702.84,742.21,982.00,547.50
2,ADBL,Agricultural Development Bank Limited,37.75,235.00,238.00,233.10,237.40,235.83,"12,005.00",234.00,"2,831,163.70",97,3.40,4.90,1.45,2.10,0.66,295.12,304.01,389.00,230.00
3,ADLB,Adarsha Laghubitta Bittiya Sanstha Limited,35.33,"1,340.00","1,397.00","1,333.00","1,397.00","1,349.74",80.00,"1,360.00","107,979.00",8,37.00,64.00,2.72,4.80,3.38,0.00,0.00,"2,705.00",256.80
4,AHL,Asian Hydropower Limited,36.16,370.60,382.00,360.90,379.00,371.28,"7,262.00",378.00,"2,696,263.60",205,1.00,21.10,0.26,5.85,2.04,0.00,0.00,480.90,298.80
5,AHPC,Arun Valley Hydropower Development Company Limited,25.22,299.00,300.00,293.30,297.00,296.72,"20,677.00",294.00,"6,135,239.90",98,3.00,6.70,1.02,2.28,0.09,293.47,309.30,457.00,250.00
6,AIL,Ajod Insurance Limited,38.12,410.00,415.90,405.00,415.00,410.82,"2,989.00",408.00,"1,227,937.60",52,7.00,10.90,1.72,2.69,1.01,456.50,511.55,665.00,344.00
7,AKJCL,Ankhukhola Hydropower Company Limited,51.84,229.90,236.00,228.00,234.00,232.59,"91,358.00",229.90,"21,249,066.30",289,4.10,8.00,1.78,3.51,0.60,206.79,206.46,266.00,159.80
8,AKPL,Arun Kabeli Power Limited,34.12,384.00,395.40,383.10,389.00,391.15,"25,779.00",390.00,"10,083,574.30",137,-1.00,12.30,-0.26,3.21,-0.55,386.62,406.09,519.00,325.00
9,ALBSL,Asha Laghubitta Bittiya Sanstha Limited,30.94,696.00,713.00,694.00,713.00,696.56,"1,039.00",710.00,"723,727.20",17,3.00,19.00,0.42,2.74,2.31,892.16,981.47,"1,450.00",657.00
10,ALICL,Asian Life Insurance Company Limited,27.10,560.10,572.00,560.10,570.00,567.97,"6,433.00",567.00,"3,653,754.50",58,3.00,11.90,0.53,2.12,0.36,585.48,578.52,851.00,428.00
11,API,Api Power Company Limited,33.66,249.00,251.50,246.40,248.00,249.18,"51,065.00",246.00,"12,724,492.40",222,2.00,5.10,0.81,2.07,-0.48,244.83,246.31,327.00,200.00
12,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,32.31,585.00,606.00,585.00,600.00,594.58,"1,073.00",595.00,"637,986.60",80,5.00,21.00,0.84,3.59,0.90,692.24,0.00,963.00,316.00
13,BARUN,Barun Hydropower Company Limited,42.25,253.00,263.10,249.50,253.00,256.73,"15,505.00",249.00,"3,980,614.60",83,4.00,13.60,1.61,5.45,-1.47,241.27,249.48,541.60,190.30
14,BBC,Bishal Bazar Company Limited,36.55,"3,110.00","3,131.00","3,105.00","3,120.00","3,113.22",190.00,"3,111.00","591,511.00",9,9.00,26.00,0.29,0.84,0.22,"3,290.59","3,385.12","4,355.40","3,050.00"
15,BFC,Best Finance Company Limited,36.70,308.00,313.00,308.00,313.00,310.72,"4,433.00",308.00,"1,377,400.30",37,5.00,5.00,1.62,1.62,0.73,328.36,346.39,475.00,292.50
16,BHDC,Bindhyabasini Hydropower Development Company Limited,29.37,407.10,417.20,407.10,417.00,413.39,"4,266.00",415.10,"1,763,506.50",106,1.90,10.10,0.46,2.48,0.87,387.69,0.00,520.00,310.00
17,BHL,Balephi Hydropower Limited,41.90,318.30,318.30,301.60,315.00,309.65,"3,805.00",324.00,"1,178,226.50",137,-9.00,16.70,-2.78,5.54,1.70,297.33,299.52,397.00,104.70
18,BHPL,Barahi Hydropower Public Limited,42.60,456.20,482.50,456.20,481.90,474.02,"2,249.00",464.00,"1,066,060.00",81,17.90,26.30,3.86,5.77,1.64,0.00,0.00,677.20,194.30
19,BNHC,Buddha Bhumi Nepal Hydropower Company Limited,27.65,386.50,388.90,377.30,385.00,384.48,"1,237.00",385.00,"475,602.00",32,0.00,11.60,0.00,3.07,0.14,394.38,396.71,527.00,306.00
20,BPCL,Butwal Power Company Limited,30.68,309.40,316.00,309.40,313.00,313.96,"6,776.00",309.40,"2,127,418.20",41,3.60,6.60,1.16,2.13,-0.31,315.63,317.31,393.00,288.00
21,CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,30.07,800.00,809.00,792.20,797.00,797.98,"6,089.00",799.00,"4,858,893.80",114,-2.00,16.80,-0.25,2.12,-0.12,"1,032.76","1,037.27","1,303.00",727.00
22,CFCL,Central Finance Limited,28.71,304.80,307.00,295.10,307.00,299.98,"4,263.00",299.00,"1,278,820.00",51,8.00,11.90,2.68,4.03,2.29,320.08,326.68,408.00,237.00
