SN,Symbol,Name,Conf,Open,High,Low,Close,VWAP,Vol,Prev Close,Turnover,Trans,Diff,Range,Diff Percent,Range Percent,VWAP%,120 days,180 days,52 weeks high,52 weeks low
1,ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,22.77,562.00,571.00,562.00,571.00,566.76,141.00,571.20,"79,913.60",12,-0.20,9.00,-0.04,1.60,0.74,700.37,739.01,982.00,547.50
2,ADBL,Agricultural Development Bank Limited,41.35,236.00,238.40,233.00,234.40,236.18,"16,190.00",235.50,"3,823,831.40",95,-1.10,5.40,-0.47,2.32,-0.76,293.76,302.94,389.00,230.00
3,ADBLD83,10.35% ADBL Krisi Bank Rinpatra 2083,30.99,990.00,990.00,990.00,990.00,990.00,100.00,980.00,"99,000.00",1,10.00,0.00,1.02,0.00,0.00,980.23,"1,008.67","1,066.00",865.10
4,ADLB,Adarsha Laghubitta Bittiya Sanstha Limited,28.02,"1,360.00","1,387.20","1,355.00","1,355.00","1,359.69",135.00,"1,382.00","183,558.00",10,-27.00,32.20,-1.95,2.38,-0.35,0.00,0.00,"2,705.00",256.80
5,AHL,Asian Hydropower Limited,39.16,380.00,380.00,365.20,374.00,367.78,"6,634.00",376.00,"2,439,882.00",147,-2.00,14.80,-0.53,4.05,1.66,0.00,0.00,480.90,298.80
6,AHPC,Arun Valley Hydropower Development Company Limited,37.66,290.10,296.00,289.20,292.00,292.98,"17,993.00",292.00,"5,271,664.10",108,0.00,6.80,0.00,2.35,-0.34,293.69,308.58,457.00,250.00
7,AIL,Ajod Insurance Limited,32.90,410.00,416.00,407.50,409.10,409.34,"1,623.00",410.00,"664,356.50",52,-0.90,8.50,-0.22,2.09,-0.06,455.11,509.09,652.00,344.00
8,AKJCL,Ankhukhola Hydropower Company Limited,45.01,230.00,233.00,228.10,230.70,230.18,"40,574.00",230.70,"9,339,148.00",147,0.00,4.90,0.00,2.15,0.23,207.72,206.79,266.00,159.80
9,AKPL,Arun Kabeli Power Limited,36.77,384.60,388.00,383.00,384.90,385.67,"24,863.00",386.00,"9,588,854.10",159,-1.10,5.00,-0.28,1.31,-0.20,386.62,405.18,519.00,325.00
10,ALBSL,Asha Laghubitta Bittiya Sanstha Limited,27.15,690.00,700.00,690.00,691.00,692.84,767.00,699.00,"531,412.00",15,-8.00,10.00,-1.14,1.45,-0.27,887.76,975.02,"1,428.00",657.00
11,ALICL,Asian Life Insurance Company Limited,38.05,560.00,571.20,560.00,566.00,562.22,"4,262.00",568.00,"2,396,193.30",54,-2.00,11.20,-0.35,2.00,0.67,587.56,578.24,829.00,428.00
12,API,Api Power Company Limited,40.44,250.00,250.00,245.00,246.90,246.78,"35,423.00",247.00,"8,741,654.00",226,-0.10,5.00,-0.04,2.04,0.05,245.39,246.26,327.00,200.00
13,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,42.36,580.00,594.90,580.00,593.00,588.34,"1,065.00",590.20,"626,581.50",52,2.80,14.90,0.47,2.57,0.79,691.48,0.00,963.00,316.00
14,BARUN,Barun Hydropower Company Limited,38.71,250.00,253.50,248.00,248.00,249.92,"8,689.00",250.00,"2,171,587.80",62,-2.00,5.50,-0.80,2.22,-0.78,241.82,248.95,541.60,190.30
15,BBC,Bishal Bazar Company Limited,32.71,"3,100.00","3,100.00","3,100.00","3,100.00","3,100.00",50.00,"3,100.00","155,000.00",5,0.00,0.00,0.00,0.00,0.00,"3,288.18","3,379.48","4,300.00","3,050.00"
16,BFC,Best Finance Company Limited,35.22,310.00,312.00,308.00,308.00,309.08,"2,193.00",310.00,"677,804.00",15,-2.00,4.00,-0.65,1.30,-0.35,328.13,345.53,475.00,292.50
17,BHDC,Bindhyabasini Hydropower Development Company Limited,41.01,410.00,417.00,404.10,417.00,409.47,"2,643.00",410.10,"1,082,236.60",85,6.90,12.90,1.68,3.19,1.81,388.78,0.00,520.00,310.00
18,BHL,Balephi Hydropower Limited,27.32,303.40,314.00,300.10,303.00,304.30,"3,365.00",308.80,"1,023,953.00",88,-5.80,13.90,-1.88,4.63,-0.43,298.14,300.20,397.00,104.70
19,BHPL,Barahi Hydropower Public Limited,38.85,474.00,488.00,465.60,470.00,474.24,"2,224.00",479.90,"1,054,719.40",73,-9.90,22.40,-2.06,4.81,-0.90,0.00,0.00,677.20,194.30
20,BNHC,Buddha Bhumi Nepal Hydropower Company Limited,38.42,380.30,385.00,373.00,384.00,375.12,"3,136.00",388.00,"1,176,362.30",36,-4.00,12.00,-1.03,3.22,2.31,394.61,396.89,510.00,306.00
21,BNT,Bottlers Nepal (Terai) Limited,39.04,"11,515.10","11,700.00","11,225.00","11,650.00","11,423.31",716.00,"11,675.00","8,179,089.00",36,-25.00,475.00,-0.21,4.23,1.95,"12,699.55","12,893.89","15,371.30","11,225.00"
22,BPCL,Butwal Power Company Limited,41.68,312.30,315.00,310.00,312.40,312.34,"3,214.00",318.00,"1,003,859.00",52,-5.60,5.00,-1.76,1.61,0.02,315.94,317.16,392.70,288.00
23,CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,24.86,795.00,795.00,791.00,791.10,792.29,"2,976.00",794.00,"2,357,862.90",100,-2.90,4.00,-0.37,0.51,-0.15,"1,029.37","1,034.25","1,303.00",727.00
24,CBLD88,10.25% Civil Bank Debenture 2088,24.80,835.50,835.50,835.50,835.50,835.50,25.00,845.40,"20,887.50",1,-9.90,0.00,-1.17,0.00,0.00,0.00,0.00,"1,000.00",813.00
25,CFCL,Central Finance Limited,39.71,297.00,303.00,297.00,300.00,300.24,"2,060.00",300.00,"618,485.30",34,0.00,6.00,0.00,2.02,-0.08,320.05,326.70,408.00,237.00
26,CGH,Chandragiri Hills Limited,30.47,"1,110.10","1,120.10","1,102.10","1,115.00","1,112.29","1,771.00","1,110.00","1,969,870.00",50,5.00,18.00,0.45,1.63,0.24,"1,132.85","1,101.87","1,487.00",900.20
27,CHCL,Chilime Hydro power Company Limited,33.93,475.40,477.00,471.40,475.90,474.75,"14,989.00",478.00,"7,116,089.00",114,-2.10,5.60,-0.44,1.19,0.24,429.21,416.65,504.10,347.90
28,CHDC,CEDB Hydropower Development Company Limited,41.83,725.00,733.00,716.10,719.20,724.48,"2,003.00",724.00,"1,451,123.60",62,-4.80,16.90,-0.66,2.36,-0.73,701.69,708.56,869.00,590.00
29,CHL,Chhyangdi Hydropower Company Limited,40.70,305.00,310.00,298.90,302.00,301.07,"11,734.00",305.00,"3,532,813.70",79,-3.00,11.10,-0.98,3.71,0.31,276.17,267.90,370.00,193.10
30,CIT,Citizen Investment Trust,38.24,"2,001.00","2,025.10","2,001.00","2,015.00","2,014.98","2,510.00","2,005.00","5,057,587.60",89,10.00,24.10,0.50,1.20,0.00,"1,986.26","2,062.83","3,072.00","1,780.00"
31,CLBSL,Civil Laghubitta Bittiya Sanstha Limited,32.68,585.00,592.00,583.00,583.00,585.22,383.00,592.00,"224,138.70",11,-9.00,9.00,-1.52,1.54,-0.38,750.43,791.44,"1,018.00",551.00
32,CMF1,Citizens Mutual Fund-1,31.48,7.73,7.73,7.73,7.73,7.73,350.00,7.88,"2,705.50",2,-0.15,0.00,-1.90,0.00,0.00,7.96,8.06,9.30,6.75
33,CMF2,Citizens Mutual Fund - 2,36.86,7.49,7.78,7.49,7.78,7.70,"1,450.00",7.35,"11,164.50",6,0.43,0.29,5.85,3.87,1.03,8.06,8.30,10.36,7.03
34,CORBL,Corporate Development Bank Limited,32.03,295.80,301.00,291.10,292.00,293.24,"1,589.00",290.00,"465,952.30",26,2.00,9.90,0.69,3.40,-0.42,299.08,300.82,497.70,211.30
35,CZBIL,Citizens Bank International Limited,34.95,172.00,175.00,170.60,174.00,172.86,"9,712.00",173.90,"1,678,843.80",95,0.10,4.40,0.06,2.58,0.65,185.42,190.03,259.00,169.00
36,DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,35.60,650.60,660.00,650.50,651.50,652.99,"2,910.00",660.00,"1,900,199.60",62,-8.50,9.50,-1.29,1.46,-0.23,873.51,908.64,"1,178.00",630.00
37,DHPL,Dibyashwari Hydropower Company Limited,40.24,215.00,215.00,211.00,212.80,212.13,"3,678.00",216.00,"780,210.50",28,-3.20,4.00,-1.48,1.90,0.32,208.44,207.45,276.30,160.10
38,DLBS,Dhaulagiri Laghubitta Bittiya Sanstha Limited,32.98,770.00,770.00,745.00,764.00,751.41,"2,344.00",774.20,"1,761,314.00",42,-10.20,25.00,-1.32,3.36,1.65,0.00,0.00,"1,662.00",177.70
39,DORDI,Dordi Khola Hydropower Company Limited,33.77,286.00,288.00,281.00,282.00,282.63,"3,916.00",286.00,"1,106,761.50",101,-4.00,7.00,-1.40,2.49,-0.22,279.74,290.80,408.00,217.00
40,EBL,Everest Bank Limited,44.00,540.40,561.00,522.30,539.00,540.30,"69,760.00",529.90,"37,691,419.10",457,9.10,38.70,1.72,7.41,-0.24,503.43,499.89,561.00,411.00
41,EBLD86,8.5% Everest Bank Debenture,34.91,783.00,783.00,782.00,782.00,782.50,50.00,782.00,"39,125.00",2,0.00,1.00,0.00,0.13,-0.06,0.00,0.00,"1,000.00",725.00
42,EDBL,Excel Development Bank Limited,40.04,290.70,290.70,275.00,287.80,284.48,"6,554.00",285.00,"1,864,505.00",37,2.80,15.70,0.98,5.71,1.15,320.61,327.78,442.80,273.40
43,EHPL,Eastern Hydropower Limited,40.40,386.90,392.90,373.10,390.00,380.76,"3,430.00",394.70,"1,306,005.00",64,-4.70,19.80,-1.19,5.31,2.37,0.00,0.00,508.00,216.00
44,ENL,Emerging Nepal Limited,45.89,645.00,645.00,637.00,645.00,637.83,"1,260.00",650.00,"803,660.00",16,-5.00,8.00,-0.77,1.26,1.11,639.50,654.54,869.00,535.00
45,FMDBL,First Microfinance Laghubitta Bittiya Sanstha Limited,31.42,516.00,525.00,515.10,516.00,518.23,"4,880.00",520.40,"2,528,970.90",75,-4.40,9.90,-0.85,1.92,-0.43,627.86,647.35,780.00,503.00
46,FOWAD,Forward Microfinance Laghubitta Bittiya Sanstha Limited,36.89,"1,223.80","1,223.80","1,200.00","1,200.10","1,203.34",849.00,"1,214.90","1,021,638.50",38,-14.80,23.80,-1.22,1.98,-0.27,"1,926.29","2,157.72","2,950.00","1,130.10"
47,GBBD85,8.75% Garima Debenture 2085,46.32,800.00,805.10,800.00,805.00,804.60,120.00,800.00,"96,552.50",5,5.00,5.10,0.63,0.64,0.05,0.00,0.00,"1,000.00",722.50
