SN,Symbol,Name,Conf,Open,High,Low,Close,VWAP,Vol,Prev Close,Turnover,Trans,Diff,Range,Diff Percent,Range Percent,VWAP%,120 days,180 days,52 weeks high,52 weeks low
1,ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,36.03,590.00,592.00,575.00,575.00,581.01,464.00,580.00,"269,587.60",31,-5.00,17.00,-0.86,2.96,-1.04,715.84,759.44,"1,022.00",547.50
2,ADBL,Agricultural Development Bank Limited,34.29,239.00,239.00,234.00,234.00,235.30,"18,981.00",239.00,"4,466,257.60",190,-5.00,5.00,-2.09,2.14,-0.56,302.25,309.66,389.00,234.00
3,ADBLD83,10.35% ADBL Krisi Bank Rinpatra 2083,37.54,935.00,935.00,935.00,935.00,935.00,50.00,925.00,"46,750.00",2,10.00,0.00,1.08,0.00,0.00,982.16,"1,011.08","1,066.00",865.10
4,ADLB,Adarsha Laghubitta Bittiya Sanstha Limited,32.15,"1,000.00","1,000.00",960.40,975.00,972.29,386.00,"1,018.00","375,304.70",24,-43.00,39.60,-4.22,4.12,0.28,0.00,0.00,"2,705.00",256.80
5,AHL,Asian Hydropower Limited,28.36,400.10,402.00,390.10,392.00,394.81,"5,680.00",407.00,"2,242,547.00",275,-15.00,11.90,-3.69,3.05,-0.72,0.00,0.00,480.90,298.80
6,AHPC,Arun Valley Hydropower Development Company Limited,28.77,285.10,285.10,274.50,275.00,279.26,"47,071.00",287.00,"13,144,857.00",269,-12.00,10.60,-4.18,3.86,-1.55,292.12,313.20,457.70,250.00
7,AIL,Ajod Insurance Limited,25.92,402.00,407.90,402.00,405.00,403.83,"2,666.00",409.10,"1,076,606.50",74,-4.10,5.90,-1.00,1.47,0.29,465.52,528.69,686.40,344.00
8,AKJCL,Ankhukhola Hydropower Company Limited,28.95,216.50,217.00,210.10,210.10,213.75,"16,482.00",216.50,"3,523,050.30",113,-6.40,6.90,-2.96,3.28,-1.74,202.18,204.98,276.40,159.80
9,AKPL,Arun Kabeli Power Limited,31.18,385.00,390.00,380.00,381.90,383.90,"42,479.00",390.00,"16,307,571.70",241,-8.10,10.00,-2.08,2.63,-0.52,385.78,410.57,519.00,325.00
10,ALBSL,Asha Laghubitta Bittiya Sanstha Limited,33.78,692.50,692.50,660.00,661.00,672.50,777.00,679.00,"522,531.50",23,-18.00,32.50,-2.65,4.92,-1.74,917.76,"1,014.99","1,450.00",657.00
11,ALICL,Asian Life Insurance Company Limited,32.36,588.00,590.50,580.00,581.10,584.12,"7,510.00",588.00,"4,386,734.00",83,-6.90,10.50,-1.17,1.81,-0.52,571.32,577.67,851.00,428.00
12,API,Api Power Company Limited,31.90,247.00,250.00,243.30,245.00,245.56,"85,579.00",250.60,"21,014,399.70",445,-5.60,6.70,-2.23,2.75,-0.23,240.83,246.27,335.00,200.00
13,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,30.99,585.00,589.00,580.10,581.00,583.13,"1,188.00",593.00,"692,759.00",63,-12.00,8.90,-2.02,1.53,-0.37,0.00,0.00,963.00,316.00
14,BARUN,Barun Hydropower Company Limited,32.86,252.00,256.00,245.00,250.00,249.12,"12,832.00",255.00,"3,196,745.50",136,-5.00,11.00,-1.96,4.49,0.35,237.47,261.17,541.60,190.30
15,BBC,Bishal Bazar Company Limited,26.54,"3,100.00","3,100.00","3,090.00","3,090.00","3,097.83",115.00,"3,130.00","356,250.00",7,-40.00,10.00,-1.28,0.32,-0.25,"3,301.81","3,416.87","4,382.00","3,050.00"
16,BFC,Best Finance Company Limited,34.49,308.00,310.00,305.00,309.50,306.33,"4,432.00",309.00,"1,357,653.50",41,0.50,5.00,0.16,1.64,1.02,330.06,350.01,475.00,292.50
17,BHDC,Bindhyabasini Hydropower Development Company Limited,23.18,421.40,421.40,407.80,418.90,411.14,"4,642.00",430.00,"1,908,513.90",124,-11.10,13.60,-2.58,3.33,1.85,382.24,0.00,520.00,310.00
18,BHL,Balephi Hydropower Limited,39.13,312.00,330.00,296.20,324.00,306.47,"7,110.00",318.00,"2,178,971.50",147,6.00,33.80,1.89,11.41,5.41,291.95,294.39,397.00,104.70
19,BHPL,Barahi Hydropower Public Limited,31.53,482.80,485.00,475.40,476.00,477.73,"3,012.00",492.60,"1,438,935.00",43,-16.60,9.60,-3.37,2.02,-0.36,0.00,0.00,677.20,194.30
20,BNHC,Buddha Bhumi Nepal Hydropower Company Limited,42.54,408.00,408.00,382.20,405.00,391.90,"11,011.00",406.00,"4,315,202.30",54,-1.00,25.80,-0.25,6.75,3.23,391.00,394.01,633.00,306.00
21,BNT,Bottlers Nepal (Terai) Limited,30.24,"12,199.00","12,199.00","11,950.00","11,950.00","12,009.21",70.00,"12,072.00","840,645.00",7,-122.00,249.00,-1.01,2.08,-0.50,"12,754.29","12,938.53","15,371.30","11,396.00"
22,BOKD86,8.5% BOK Debenture 2086,35.31,760.00,760.00,760.00,760.00,760.00,10.00,752.10,"7,600.00",1,7.90,0.00,1.05,0.00,0.00,0.00,0.00,980.00,738.50
23,BPCL,Butwal Power Company Limited,35.54,316.50,316.50,308.00,308.00,309.31,"8,167.00",314.00,"2,526,115.80",106,-6.00,8.50,-1.91,2.76,-0.42,313.66,317.75,395.00,288.00
24,CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,39.36,780.00,780.00,765.00,778.00,774.83,"8,734.00",777.10,"6,767,375.50",123,0.90,15.00,0.12,1.96,0.41,"1,050.41","1,051.72","1,303.00",727.00
25,CBLD88,10.25% Civil Bank Debenture 2088,43.17,846.00,846.00,846.00,846.00,846.00,200.00,835.00,"169,200.00",5,11.00,0.00,1.32,0.00,0.00,0.00,0.00,"1,000.00",813.00
26,CCBD88,10.50% Century Debenture 2088,45.13,835.10,851.00,835.10,846.00,843.80,77.00,840.00,"64,972.70",3,6.00,15.90,0.71,1.90,0.26,0.00,0.00,"1,000.00",816.00
27,CFCL,Central Finance Limited,34.54,294.00,298.00,290.10,294.50,292.46,"5,706.00",300.00,"1,668,795.60",69,-5.50,7.90,-1.83,2.72,0.69,320.18,325.66,410.00,237.00
28,CGH,Chandragiri Hills Limited,35.56,"1,100.00","1,110.00","1,088.00","1,100.00","1,095.57","2,411.00","1,104.40","2,641,410.00",57,-4.40,22.00,-0.40,2.02,0.40,"1,112.93","1,094.96","1,487.00",900.20
29,CHCL,Chilime Hydro power Company Limited,34.11,465.10,467.80,461.20,463.00,463.57,"19,846.00",468.40,"9,199,977.40",187,-5.40,6.60,-1.15,1.43,-0.12,415.49,410.83,504.10,347.90
30,CHDC,CEDB Hydropower Development Company Limited,28.70,710.00,714.00,701.60,707.00,707.56,"1,720.00",714.00,"1,217,011.00",69,-7.00,12.40,-0.98,1.77,-0.08,690.77,709.70,869.00,590.00
31,CHL,Chhyangdi Hydropower Company Limited,28.51,302.00,302.00,290.10,290.10,294.66,"10,717.00",302.20,"3,157,842.20",72,-12.10,11.90,-4.00,4.10,-1.57,264.41,263.85,410.00,193.10
32,CIT,Citizen Investment Trust,34.30,"2,011.00","2,011.00","1,997.00","2,007.00","2,001.89","8,766.00","2,020.00","17,548,575.20",241,-13.00,14.00,-0.64,0.70,0.25,"1,964.71","2,103.79","3,080.00","1,780.00"
33,CLBSL,Civil Laghubitta Bittiya Sanstha Limited,33.79,587.00,587.00,570.00,570.00,573.03,529.00,587.00,"303,133.00",21,-17.00,17.00,-2.90,2.98,-0.53,771.28,805.06,"1,018.00",570.00
34,CMF1,Citizens Mutual Fund-1,28.12,7.06,7.10,7.06,7.10,7.07,"8,750.00",7.03,"61,832.50",5,0.07,0.04,1.00,0.57,0.47,7.95,8.09,9.96,6.75
35,CMF2,Citizens Mutual Fund - 2,40.44,7.89,8.03,7.80,7.80,7.86,"7,425.00",7.74,"58,344.50",13,0.06,0.23,0.78,2.95,-0.74,8.09,8.40,10.36,7.03
36,CORBL,Corporate Development Bank Limited,31.74,307.80,307.80,286.20,290.00,292.08,738.00,301.90,"215,552.00",12,-11.90,21.60,-3.94,7.55,-0.72,295.16,301.52,524.00,211.30
37,CZBIL,Citizens Bank International Limited,35.53,172.00,173.50,170.10,170.40,171.32,"30,458.00",173.00,"5,218,156.50",158,-2.60,3.40,-1.50,2.00,-0.54,187.24,192.10,267.70,170.10
38,DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,34.28,651.00,660.00,645.00,655.00,649.95,"4,403.00",661.00,"2,861,734.30",94,-6.00,15.00,-0.91,2.33,0.77,901.06,931.83,"1,178.00",630.00
39,DHPL,Dibyashwari Hydropower Company Limited,34.18,210.00,212.00,206.40,212.00,208.64,"4,045.00",213.00,"843,959.60",43,-1.00,5.60,-0.47,2.71,1.58,204.03,206.68,286.00,160.10
40,DLBS,Dhaulagiri Laghubitta Bittiya Sanstha Limited,30.08,725.40,739.90,725.30,725.60,729.28,210.00,740.00,"153,149.00",18,-14.40,14.60,-1.95,2.01,-0.51,0.00,0.00,"1,662.00",177.70
41,DORDI,Dordi Khola Hydropower Company Limited,32.22,299.00,299.00,281.10,285.10,284.62,"6,679.00",293.90,"1,900,961.10",146,-8.80,17.90,-2.99,6.37,0.17,275.49,0.00,408.00,217.00
42,EBL,Everest Bank Limited,35.55,488.00,488.00,479.00,481.80,481.29,"23,690.00",487.90,"11,401,729.00",155,-6.10,9.00,-1.25,1.88,0.11,499.72,494.07,558.90,411.00
