SN,Symbol,Name,Conf,Open,High,Low,Close,VWAP,Vol,Prev Close,Turnover,Trans,Diff,Range,Diff Percent,Range Percent,VWAP%,120 days,180 days,52 weeks high,52 weeks low
1,ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,39.59,579.00,582.00,570.40,575.00,575.51,675.00,570.00,"388,466.60",21,5.00,11.60,0.88,2.03,-0.09,719.13,762.83,"1,048.70",547.50
2,ADBL,Agricultural Development Bank Limited,36.46,241.00,241.00,237.00,240.00,238.99,"16,295.00",239.90,"3,894,263.10",139,0.10,4.00,0.04,1.69,0.42,303.62,310.66,389.00,236.00
3,ADLB,Adarsha Laghubitta Bittiya Sanstha Limited,25.81,"1,086.20","1,086.20","1,080.00","1,080.00","1,084.13",30.00,"1,086.20","32,524.00",3,-6.20,6.20,-0.57,0.57,-0.38,0.00,0.00,"2,705.00",256.80
4,AHL,Asian Hydropower Limited,29.92,390.00,408.90,388.20,408.90,399.97,"7,492.00",393.60,"2,996,571.00",391,15.30,20.70,3.89,5.33,2.18,0.00,0.00,480.90,298.80
5,AHPC,Arun Valley Hydropower Development Company Limited,27.20,295.40,295.40,287.00,291.20,289.35,"42,097.00",289.70,"12,180,577.60",128,1.50,8.40,0.52,2.93,0.64,292.88,314.21,457.70,250.00
6,AIL,Ajod Insurance Limited,29.67,425.00,425.00,407.10,416.00,410.75,"15,084.00",423.90,"6,195,742.50",132,-7.90,17.90,-1.86,4.40,1.26,467.67,531.97,690.00,344.00
7,AKJCL,Ankhukhola Hydropower Company Limited,25.06,215.50,219.90,213.30,217.00,217.21,"13,757.00",216.00,"2,988,119.30",89,1.00,6.60,0.46,3.09,-0.10,201.97,204.90,279.00,159.80
8,AKPL,Arun Kabeli Power Limited,24.84,393.00,395.00,390.60,391.90,392.09,"21,680.00",392.00,"8,500,606.90",152,-0.10,4.40,-0.03,1.13,-0.05,386.54,411.27,519.00,325.00
9,ALBSL,Asha Laghubitta Bittiya Sanstha Limited,36.13,670.00,673.20,657.00,673.10,664.10,881.00,670.10,"585,072.90",33,3.00,16.20,0.45,2.47,1.34,924.42,"1,021.60","1,450.00",657.00
10,ALICL,Asian Life Insurance Company Limited,29.95,585.10,596.90,585.00,595.00,592.69,"5,962.00",597.00,"3,533,639.70",73,-2.00,11.90,-0.34,2.03,0.39,570.89,577.84,851.00,428.00
11,API,Api Power Company Limited,26.49,254.00,256.00,247.00,251.90,250.40,"57,399.00",250.00,"14,372,694.70",385,1.90,9.00,0.76,3.64,0.60,240.62,246.41,339.00,200.00
12,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,29.13,590.00,600.00,580.10,587.00,591.38,"2,088.00",590.00,"1,234,794.00",63,-3.00,19.90,-0.51,3.43,-0.75,0.00,0.00,963.00,316.00
13,BARUN,Barun Hydropower Company Limited,24.54,256.00,258.00,253.00,257.00,256.06,"6,570.00",256.00,"1,682,329.00",56,1.00,5.00,0.39,1.98,0.36,237.38,263.47,541.60,190.30
14,BBC,Bishal Bazar Company Limited,46.89,"3,190.00","3,190.00","3,110.00","3,190.00","3,125.63",267.00,"3,150.10","834,542.00",7,39.90,80.00,1.27,2.57,2.02,"3,305.64","3,420.46","4,382.00","3,050.00"
15,BFC,Best Finance Company Limited,39.15,317.00,320.00,313.00,318.00,316.24,"3,171.00",316.50,"1,002,797.50",23,1.50,7.00,0.47,2.24,0.55,331.11,350.76,475.00,292.50
16,BHDC,Bindhyabasini Hydropower Development Company Limited,29.25,420.00,427.00,411.40,427.00,417.69,"3,616.00",426.90,"1,510,380.40",95,0.10,15.60,0.02,3.79,2.18,382.24,0.00,520.00,310.00
17,BHL,Balephi Hydropower Limited,30.33,314.00,322.50,314.00,322.40,317.15,"2,370.00",320.10,"751,638.00",88,2.30,8.50,0.72,2.71,1.63,291.69,293.60,397.00,104.70
18,BHPL,Barahi Hydropower Public Limited,46.36,490.00,513.90,480.00,510.00,495.46,"4,043.00",494.70,"2,003,135.20",88,15.30,33.90,3.09,7.06,2.85,0.00,0.00,677.20,194.30
19,BNHC,Buddha Bhumi Nepal Hydropower Company Limited,33.43,401.80,412.00,395.00,408.00,405.25,695.00,410.00,"281,648.00",26,-2.00,17.00,-0.49,4.30,0.67,390.75,393.99,633.00,306.00
20,BNT,Bottlers Nepal (Terai) Limited,29.97,"12,096.00","12,336.00","12,090.00","12,250.10","12,210.31",70.00,"12,342.00","854,722.00",7,-91.90,246.00,-0.74,2.03,0.32,"12,772.94","12,938.55","15,371.30","11,396.00"
21,BPCL,Butwal Power Company Limited,25.35,307.10,316.00,307.10,315.10,314.59,"3,728.00",313.00,"1,172,778.00",47,2.10,8.90,0.67,2.90,0.16,313.63,317.94,397.20,288.00
22,CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,34.80,771.00,782.00,771.00,777.90,777.95,"3,343.00",771.00,"2,600,681.30",84,6.90,11.00,0.89,1.43,-0.01,"1,054.65","1,054.58","1,303.00",727.00
23,CBLD88,10.25% Civil Bank Debenture 2088,26.04,835.00,835.00,835.00,835.00,835.00,25.00,831.00,"20,875.00",1,4.00,0.00,0.48,0.00,0.00,0.00,0.00,"1,000.00",813.00
24,CFCL,Central Finance Limited,24.32,300.10,306.00,296.00,304.00,302.65,"2,092.00",300.00,"633,150.20",38,4.00,10.00,1.33,3.38,0.44,320.60,325.26,410.00,237.00
25,CGH,Chandragiri Hills Limited,23.17,"1,106.00","1,116.90","1,101.00","1,116.00","1,109.45",520.00,"1,106.00","576,916.00",38,10.00,15.90,0.90,1.44,0.59,"1,111.12","1,094.84","1,487.00",900.20
26,CHCL,Chilime Hydro power Company Limited,25.89,470.00,474.90,467.10,472.00,470.73,"15,668.00",470.90,"7,375,366.10",131,1.10,7.80,0.23,1.67,0.27,413.98,410.34,504.10,347.90
27,CHDC,CEDB Hydropower Development Company Limited,27.22,710.00,724.00,705.30,719.50,716.30,"2,450.00",716.00,"1,754,923.00",68,3.50,18.70,0.49,2.65,0.45,690.21,709.90,869.00,590.00
28,CHL,Chhyangdi Hydropower Company Limited,21.63,306.00,308.00,300.00,305.00,305.86,"7,281.00",304.00,"2,226,931.30",60,1.00,8.00,0.33,2.67,-0.28,263.40,263.53,410.00,193.10
29,CIT,Citizen Investment Trust,24.04,"2,012.00","2,035.00","2,004.30","2,028.00","2,019.97","2,729.00","2,012.00","5,512,499.10",85,16.00,30.70,0.80,1.53,0.40,"1,963.18","2,110.52","3,135.00","1,780.00"
30,CLBSL,Civil Laghubitta Bittiya Sanstha Limited,34.84,585.00,595.00,570.00,595.00,578.34,"1,195.00",585.00,"691,118.70",29,10.00,25.00,1.71,4.39,2.80,775.83,807.54,"1,018.00",570.00
31,CMF1,Citizens Mutual Fund-1,30.00,7.84,7.90,7.14,7.28,7.69,"11,350.00",7.84,"87,306.00",10,-0.56,0.76,-7.14,10.64,-5.66,7.97,8.10,9.96,6.75
32,CMF2,Citizens Mutual Fund - 2,22.53,7.17,7.17,7.04,7.04,7.12,275.00,7.30,"1,958.75",2,-0.26,0.13,-3.56,1.85,-1.18,8.10,8.41,10.36,7.03
33,CORBL,Corporate Development Bank Limited,28.28,300.00,302.00,290.30,302.00,299.00,"3,772.00",300.00,"1,127,846.10",29,2.00,11.70,0.67,4.03,0.99,295.17,301.58,524.00,211.30
34,CZBIL,Citizens Bank International Limited,29.04,174.00,174.00,170.60,172.90,172.49,"20,023.00",172.80,"3,453,811.80",119,0.10,3.40,0.06,1.99,0.24,187.64,192.51,269.70,170.60
35,DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,29.53,670.90,679.00,658.00,664.00,663.40,"2,812.00",658.00,"1,865,471.60",65,6.00,21.00,0.91,3.19,0.09,906.41,935.81,"1,178.00",630.00
36,DHPL,Dibyashwari Hydropower Company Limited,24.89,213.00,217.00,210.00,215.90,213.35,"3,071.00",213.50,"655,202.50",36,2.40,7.00,1.12,3.33,1.18,203.83,206.70,292.00,160.10
37,DLBS,Dhaulagiri Laghubitta Bittiya Sanstha Limited,31.52,739.50,768.00,730.50,731.00,749.36,205.00,725.00,"153,619.00",19,6.00,37.50,0.83,5.13,-2.51,0.00,0.00,"1,662.00",177.70
38,DORDI,Dordi Khola Hydropower Company Limited,24.35,289.10,297.00,289.10,297.00,292.31,"2,672.00",292.10,"781,047.00",116,4.90,7.90,1.68,2.73,1.58,275.86,0.00,408.00,217.00
39,EBL,Everest Bank Limited,26.70,490.00,490.00,482.00,487.00,485.65,"8,657.00",485.00,"4,204,236.50",107,2.00,8.00,0.41,1.66,0.28,499.84,493.68,558.90,411.00
40,EBLD86,8.5% Everest Bank Debenture,29.10,770.00,770.00,770.00,770.00,770.00,25.00,767.00,"19,250.00",1,3.00,0.00,0.39,0.00,0.00,0.00,0.00,"1,000.00",725.00
41,EDBL,Excel Development Bank Limited,36.89,303.90,303.90,294.00,299.80,294.97,"29,770.00",300.00,"8,781,179.40",108,-0.20,9.90,-0.07,3.37,1.61,323.51,333.13,449.00,291.20
42,EHPL,Eastern Hydropower Limited,25.63,422.00,435.00,414.10,435.00,420.14,"1,660.00",430.50,"697,430.00",60,4.50,20.90,1.05,5.05,3.42,0.00,0.00,508.00,216.00
43,ENL,Emerging Nepal Limited,29.02,652.60,652.60,639.60,645.00,649.48,"1,320.00",640.00,"857,320.00",12,5.00,13.00,0.78,2.03,-0.70,633.51,659.10,"1,440.60",535.00
44,FMDBL,First Microfinance Laghubitta Bittiya Sanstha Limited,39.40,511.00,543.50,511.00,529.00,521.67,"6,653.00",518.80,"3,470,648.00",72,10.20,32.50,1.97,6.36,1.39,640.93,660.64,780.00,503.00
45,FOWAD,Forward Microfinance Laghubitta Bittiya Sanstha Limited,35.53,"1,225.00","1,228.90","1,210.00","1,224.00","1,221.38","1,259.00","1,215.00","1,537,719.30",39,9.00,18.90,0.74,1.56,0.21,"2,101.54","2,262.52","2,950.00","1,130.10"
46,GBBD85,8.75% Garima Debenture 2085,26.39,772.00,773.50,772.00,773.50,772.75,50.00,775.10,"38,637.50",2,-1.60,1.50,-0.21,0.19,0.10,0.00,0.00,"1,000.00",722.50
47,GBBL,Garima Bikas Bank Limited,29.02,351.00,356.00,350.10,354.90,353.37,"6,582.00",355.00,"2,325,878.60",74,-0.10,5.90,-0.03,1.69,0.43,371.19,377.56,442.00,318.00
48,GBIME,Global IME Bank Limited,26.37,180.00,182.90,179.00,181.10,181.20,"40,483.00",181.00,"7,335,531.30",366,0.10,3.90,0.06,2.18,-0.06,258.49,281.35,316.00,179.00
49,GBLBS,Grameen Bikas Laghubitta Bittiya Sanstha Limited,30.08,469.00,469.90,458.70,464.00,461.65,579.00,464.00,"267,297.40",23,0.00,11.20,0.00,2.44,0.51,589.72,644.84,900.00,435.60
50,GFCL,Goodwill Finance Company Limited,23.88,441.00,444.50,439.10,444.50,440.18,"1,481.00",448.00,"651,904.60",14,-3.50,5.40,-0.78,1.23,0.97,464.63,480.74,634.00,358.00
51,GHL,Ghalemdi Hydro Limited,38.28,273.80,275.00,265.00,273.80,271.02,"37,840.00",268.50,"10,255,326.50",232,5.30,10.00,1.97,3.77,1.02,230.38,226.50,309.00,164.20
52,GIBF1,Global IME Balance Fund-I,26.00,7.66,7.70,7.51,7.65,7.64,"1,100.00",7.80,"8,403.00",8,-0.15,0.19,-1.92,2.53,0.14,0.00,0.00,10.00,7.51
53,GILB,Global IME Laghubitta Bittiya Sanstha Limited,46.20,769.00,815.00,734.80,794.90,765.06,"4,739.00",764.90,"3,625,635.10",125,30.00,80.20,3.92,10.91,3.75,"1,086.30","1,164.38","1,540.00",665.10
54,GLBSL,Gurans Laghubitta Bittiya Sanstha Limited,35.03,672.00,725.00,671.40,725.00,691.00,77.00,685.00,"53,207.00",7,40.00,53.60,5.84,7.98,4.69,814.08,883.64,"1,260.00",664.00
55,GLH,Greenlife Hydropower Limited,25.08,282.00,287.50,277.80,286.00,282.66,"4,781.00",283.00,"1,351,417.80",74,3.00,9.70,1.06,3.49,1.17,274.71,287.18,455.00,219.00
56,GLICL,Gurans Life Insurance Company Limited,32.73,424.30,424.30,416.20,418.50,419.40,"52,836.00",416.00,"22,159,440.30",343,2.50,8.10,0.60,1.95,-0.22,548.44,553.49,627.90,390.00
57,GMFBS,Ganapati Laghubitta Bittiya Sanstha Limited,24.19,699.00,700.00,695.00,695.00,698.46,52.00,700.00,"36,320.00",4,-5.00,5.00,-0.71,0.72,-0.50,816.59,872.14,"1,200.00",692.10
58,GMFIL,Guheswori Merchant Banking & Finance Limited,32.23,306.00,312.00,306.00,307.10,311.59,"1,100.00",306.00,"342,752.00",14,1.10,6.00,0.36,1.96,-1.46,331.54,336.44,423.00,223.90
59,GRDBL,Green Development Bank Limited,35.41,250.00,254.00,245.00,250.00,246.88,"3,179.00",247.00,"784,821.00",24,3.00,9.00,1.21,3.67,1.25,252.26,253.75,320.00,182.00
60,GUFL,Gurkhas Finance Limited,23.27,495.00,499.00,488.00,496.00,492.20,"2,634.00",494.00,"1,296,450.00",39,2.00,11.00,0.40,2.25,0.77,533.46,540.50,715.00,357.00
61,GVL,Green Ventures Limited,26.17,410.00,410.00,403.00,404.20,405.61,"7,785.00",409.00,"3,157,646.00",146,-4.80,7.00,-1.17,1.74,-0.35,367.19,361.25,511.00,255.10
62,HBL,Himalayan Bank Limited,36.12,213.50,217.90,212.00,216.50,214.99,"35,179.00",214.10,"7,563,280.20",230,2.40,5.90,1.12,2.78,0.70,303.25,308.52,505.00,212.00
63,HDHPC,Himal Dolakha Hydropower Company Limited,25.67,216.00,217.50,213.90,217.50,215.62,"35,730.00",216.50,"7,704,214.00",178,1.00,3.60,0.46,1.68,0.86,201.61,205.99,283.00,161.00
64,HDL,Himalayan Distillery Limited,30.95,"1,895.00","1,899.00","1,865.00","1,891.00","1,888.79","8,037.00","1,889.00","15,180,183.30",278,2.00,34.00,0.11,1.82,0.12,"3,056.52","3,221.57","4,323.00","1,806.60"
65,HEI,Himalayan Everest Insurance Limited,41.38,426.50,435.00,411.50,426.50,425.32,"11,893.00",419.80,"5,058,316.50",51,6.70,23.50,1.60,5.71,0.28,403.21,0.00,525.00,345.00
66,HEIP,Himalayan Everest Insurance Limited Promoter,28.56,260.00,270.00,260.00,270.00,265.13,630.00,261.50,"167,035.00",7,8.50,10.00,3.25,3.85,1.80,272.75,0.00,367.40,214.20
67,HHL,Himalayan Hydropower Limited,26.73,279.00,284.00,277.00,283.00,280.44,"8,223.00",283.30,"2,306,067.00",122,-0.30,7.00,-0.11,2.53,0.90,256.19,0.00,362.10,202.00
68,HIDCL,Hydroelectricity Investment and Development Company Limited,26.49,193.50,193.50,187.00,190.00,189.65,"42,309.00",189.90,"8,023,820.50",243,0.10,6.50,0.05,3.48,0.19,186.08,192.68,280.80,159.80
69,HIDCLP,Hydroelectricity Investment and Development Company Limited Promoter Share,25.14,100.40,100.40,98.50,98.90,99.19,"14,853.00",99.00,"1,473,305.50",55,-0.10,1.90,-0.10,1.93,-0.30,101.44,0.00,126.40,95.00
70,HPPL,Himalayan Power Partner Limited,25.31,288.00,293.70,284.20,289.00,288.13,"4,292.00",289.00,"1,236,634.10",32,0.00,9.50,0.00,3.34,0.30,293.14,314.31,470.00,217.60
71,HURJA,Himalaya Urja Bikas Company Limited,35.49,314.00,321.40,308.00,314.90,315.04,"11,285.00",309.00,"3,555,205.00",61,5.90,13.40,1.91,4.35,-0.04,282.11,272.46,462.00,190.50
