SN,Symbol,Name,Conf,Open,High,Low,Close,VWAP,Vol,Prev Close,Turnover,Trans,Diff,Range,Diff Percent,Range Percent,VWAP%,120 days,180 days,52 weeks high,52 weeks low
1,ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,28.44,760.00,790.00,760.00,780.00,780.54,825.00,770.00,"643,941.70",38,10.00,30.00,1.30,3.95,-0.07,777.18,804.58,"1,515.00",675.00
2,ADBL,Agricultural Development Bank Limited,42.45,304.40,304.40,297.50,298.00,299.31,"34,791.00",298.50,"10,413,392.30",312,-0.50,6.90,-0.17,2.32,-0.44,318.40,323.84,425.00,297.50
3,ADLB,Adarsha Laghubitta Bittiya Sanstha Limited,47.83,"1,967.40","2,121.70","1,967.40","2,121.70","2,105.93","3,446.00","1,928.90","7,257,046.20",242,192.80,154.30,10.00,7.84,0.74,0.00,0.00,"2,121.70",256.80
4,AHPC,Arun Valley Hydropower Development Company Limited,32.00,294.00,297.80,289.00,293.00,292.26,"59,884.00",293.00,"17,501,811.80",288,0.00,8.80,0.00,3.04,0.25,309.36,331.83,628.30,250.00
5,AIL,Ajod Insurance Limited,32.34,478.10,500.00,476.00,490.00,489.43,"8,062.00",484.00,"3,945,809.00",119,6.00,24.00,1.24,5.04,0.12,524.36,584.65,768.90,344.00
6,AKBSL,Adhikhola Laghubitta Bittiya Sanstha Limited,38.40,"1,154.10","1,176.00","1,134.90","1,134.90","1,149.36","1,373.00","1,176.00","1,578,069.90",61,-41.10,41.10,-3.49,3.62,-1.27,759.94,0.00,"1,907.00",391.50
7,AKJCL,Ankhukhola Hydropower Company Limited,36.55,239.00,240.70,231.00,235.00,236.28,"56,932.00",237.00,"13,451,869.00",257,-2.00,9.70,-0.84,4.20,-0.54,197.45,201.64,342.20,159.80
8,AKPL,Arun Kabeli Power Limited,32.66,401.50,406.00,398.00,400.00,400.98,"52,635.00",401.00,"21,105,482.70",240,-1.00,8.00,-0.25,2.01,-0.24,402.77,419.00,611.00,325.00
9,ALBSL,Asha Laghubitta Bittiya Sanstha Limited,41.54,992.50,"1,014.90",982.00,998.90,993.59,984.00,973.10,"977,695.90",29,25.80,32.90,2.65,3.35,0.53,"1,036.98","1,111.24","1,600.30",874.30
10,ALICL,Asian Life Insurance Company Limited,33.55,680.00,698.00,675.50,685.00,684.28,"36,432.00",670.00,"24,929,748.80",174,15.00,22.50,2.24,3.33,0.10,556.12,565.23,"1,042.00",428.00
11,API,Api Power Company Limited,34.08,282.00,285.60,279.00,280.00,281.68,"143,938.00",278.00,"40,545,105.30",713,2.00,6.60,0.72,2.37,-0.60,239.56,247.89,565.00,200.00
12,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,32.37,710.00,718.00,706.00,712.00,710.79,"2,232.00",708.00,"1,586,491.00",167,4.00,12.00,0.56,1.70,0.17,0.00,0.00,963.00,316.00
13,BARUN,Barun Hydropower Company Limited,37.47,254.00,258.50,250.00,254.10,254.21,"34,808.00",250.00,"8,848,451.40",168,4.10,8.50,1.64,3.40,-0.04,240.32,302.34,579.90,190.30
