SN,Symbol,Name,Conf,Open,High,Low,Close,VWAP,Vol,Prev Close,Turnover,Trans,Diff,Range,Diff Percent,Range Percent,VWAP%,120 days,180 days,52 weeks high,52 weeks low
1,ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,31.46,580.50,581.00,570.00,570.00,571.21,197.00,570.00,"112,527.50",12,0.00,11.00,0.00,1.93,-0.21,720.72,764.47,"1,085.00",547.50
2,ADBL,Agricultural Development Bank Limited,37.53,237.00,239.90,236.00,239.90,238.12,"20,737.00",240.00,"4,937,997.40",156,-0.10,3.90,-0.04,1.65,0.74,304.25,311.16,389.00,236.00
3,ADBLD83,10.35% ADBL Krisi Bank Rinpatra 2083,43.36,930.00,930.00,930.00,930.00,930.00,50.00,915.00,"46,500.00",1,15.00,0.00,1.64,0.00,0.00,984.07,"1,012.81","1,066.00",865.10
4,ADLB,Adarsha Laghubitta Bittiya Sanstha Limited,30.26,"1,115.00","1,115.00","1,065.00","1,086.20","1,086.95",381.00,"1,120.00","414,128.00",16,-33.80,50.00,-3.02,4.69,-0.07,0.00,0.00,"2,705.00",256.80
5,AHL,Asian Hydropower Limited,26.87,399.00,407.90,388.00,393.60,396.18,"5,547.00",398.00,"2,197,591.30",399,-4.40,19.90,-1.11,5.13,-0.65,0.00,0.00,480.90,298.80
6,AHPC,Arun Valley Hydropower Development Company Limited,25.35,288.20,293.80,286.40,289.70,289.63,"28,942.00",288.20,"8,382,458.60",141,1.50,7.40,0.52,2.58,0.02,293.12,314.65,459.50,250.00
7,AIL,Ajod Insurance Limited,29.73,426.00,433.00,418.00,423.90,423.88,"13,145.00",430.60,"5,571,930.60",141,-6.70,15.00,-1.56,3.59,0.00,468.89,533.73,718.00,344.00
8,AKJCL,Ankhukhola Hydropower Company Limited,25.03,216.50,220.00,215.20,216.00,217.80,"13,976.00",218.00,"3,043,939.10",77,-2.00,4.80,-0.92,2.23,-0.83,201.80,204.82,280.00,159.80
9,AKPL,Arun Kabeli Power Limited,25.64,395.00,401.00,390.10,392.00,393.36,"25,403.00",395.00,"9,992,623.80",176,-3.00,10.90,-0.76,2.79,-0.35,386.81,411.59,519.00,325.00
10,ALBSL,Asha Laghubitta Bittiya Sanstha Limited,37.60,697.00,709.00,670.00,670.10,697.98,"2,056.00",696.60,"1,435,051.90",23,-26.50,39.00,-3.80,5.82,-4.16,927.64,"1,024.75","1,450.00",670.00
11,ALICL,Asian Life Insurance Company Limited,27.50,584.10,597.00,584.00,597.00,589.44,"6,890.00",593.40,"4,061,232.00",81,3.60,13.00,0.61,2.23,1.27,570.54,577.91,855.00,428.00
12,API,Api Power Company Limited,29.67,250.00,252.90,247.00,250.00,249.24,"93,745.00",250.90,"23,364,675.30",582,-0.90,5.90,-0.36,2.39,0.31,240.45,246.43,349.00,200.00
13,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,26.69,593.00,600.00,585.00,590.00,591.48,"1,220.00",590.00,"721,605.00",80,0.00,15.00,0.00,2.56,-0.25,0.00,0.00,963.00,316.00
14,BARUN,Barun Hydropower Company Limited,23.77,255.00,265.20,252.00,256.00,256.62,"5,390.00",256.00,"1,383,169.00",49,0.00,13.20,0.00,5.24,-0.24,237.28,264.70,541.60,190.30
15,BBC,Bishal Bazar Company Limited,23.81,"3,141.10","3,190.00","3,141.10","3,150.10","3,164.26",50.00,"3,200.00","158,213.00",4,-49.90,48.90,-1.56,1.56,-0.45,"3,307.18","3,421.80","4,382.00","3,050.00"
16,BFC,Best Finance Company Limited,26.10,320.00,320.00,315.00,316.50,317.71,"2,820.00",316.00,"895,935.70",24,0.50,5.00,0.16,1.59,-0.38,331.46,350.99,475.00,292.50
17,BHDC,Bindhyabasini Hydropower Development Company Limited,28.70,416.10,427.30,412.10,426.90,419.60,"7,017.00",424.00,"2,944,321.50",116,2.90,15.20,0.68,3.69,1.71,382.19,0.00,520.00,310.00
18,BHL,Balephi Hydropower Limited,27.49,317.00,328.00,317.00,320.10,320.73,"2,539.00",323.00,"814,341.90",95,-2.90,11.00,-0.90,3.47,-0.20,291.45,293.14,397.00,104.70
19,BHPL,Barahi Hydropower Public Limited,38.58,488.10,497.00,473.00,494.70,480.64,"2,230.00",497.80,"1,071,836.00",63,-3.10,24.00,-0.62,5.07,2.84,0.00,0.00,677.20,194.30
20,BNHC,Buddha Bhumi Nepal Hydropower Company Limited,30.06,398.00,416.80,398.00,410.00,404.70,"1,370.00",406.00,"554,441.40",36,4.00,18.80,0.99,4.72,1.29,390.51,393.92,633.00,306.00
