SN,Symbol,Name,Conf,Open,High,Low,Close,VWAP,Vol,Prev Close,Turnover,Trans,Diff,Range,Diff Percent,Range Percent,VWAP%,120 days,180 days,52 weeks high,52 weeks low
1,ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,22.55,565.00,583.70,555.20,575.00,564.96,171.00,575.80,"96,607.70",41,-0.80,28.50,-0.14,5.13,1.75,704.05,743.75,989.00,547.50
2,ADBL,Agricultural Development Bank Limited,29.34,233.50,237.00,232.10,234.00,233.67,"12,092.00",233.50,"2,825,502.90",107,0.50,4.90,0.21,2.11,0.14,295.78,304.54,389.00,230.00
3,ADLB,Adarsha Laghubitta Bittiya Sanstha Limited,30.08,"1,363.00","1,418.00","1,360.00","1,360.00","1,384.91",918.00,"1,336.50","1,271,346.00",40,23.50,58.00,1.76,4.26,-1.83,0.00,0.00,"2,705.00",256.80
4,AHL,Asian Hydropower Limited,23.80,370.00,380.00,367.10,378.00,373.50,"3,151.00",376.00,"1,176,905.80",182,2.00,12.90,0.53,3.51,1.19,0.00,0.00,480.90,298.80
5,AHPC,Arun Valley Hydropower Development Company Limited,23.66,290.00,299.00,289.00,294.00,295.40,"20,360.00",291.00,"6,014,246.10",131,3.00,10.00,1.03,3.46,-0.47,293.27,309.64,457.00,250.00
6,AIL,Ajod Insurance Limited,38.50,407.70,413.20,400.20,408.00,406.31,"4,899.00",416.00,"1,990,491.00",77,-8.00,13.00,-1.92,3.25,0.42,457.27,512.79,665.00,344.00
7,AKJCL,Ankhukhola Hydropower Company Limited,49.53,220.00,232.00,220.00,229.90,228.11,"62,587.00",222.00,"14,276,654.40",275,7.90,12.00,3.56,5.45,0.78,206.28,206.27,266.00,159.80
8,AKPL,Arun Kabeli Power Limited,33.21,386.00,394.90,386.00,390.00,390.69,"11,265.00",388.50,"4,401,171.30",73,1.50,8.90,0.39,2.31,-0.18,386.51,406.49,519.00,325.00
9,ALBSL,Asha Laghubitta Bittiya Sanstha Limited,39.40,710.00,711.00,697.00,710.00,708.72,638.00,710.00,"452,166.30",24,0.00,14.00,0.00,2.01,0.18,894.13,984.48,"1,450.00",657.00
10,ALICL,Asian Life Insurance Company Limited,24.82,560.20,570.00,560.20,567.00,566.46,"4,929.00",560.00,"2,792,072.40",34,7.00,9.80,1.25,1.75,0.10,584.39,578.61,851.00,428.00
11,API,Api Power Company Limited,33.24,248.00,250.90,243.10,246.00,247.82,"49,325.00",245.00,"12,223,686.00",239,1.00,7.80,0.41,3.21,-0.74,244.51,246.34,327.00,200.00
12,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,39.16,580.10,597.00,580.10,595.00,588.14,"2,017.00",587.60,"1,186,283.00",68,7.40,16.90,1.26,2.91,1.15,691.84,0.00,963.00,316.00
13,BARUN,Barun Hydropower Company Limited,30.79,250.00,256.00,248.00,249.00,250.85,"6,015.00",248.10,"1,508,869.00",50,0.90,8.00,0.36,3.23,-0.74,240.94,249.73,541.60,190.30
14,BBC,Bishal Bazar Company Limited,36.00,"3,160.00","3,160.00","3,100.00","3,111.00","3,118.62",167.00,"3,120.00","520,810.30",9,-9.00,60.00,-0.29,1.94,-0.25,"3,291.18","3,387.48","4,355.40","3,050.00"
15,BFC,Best Finance Company Limited,37.05,307.00,311.00,305.10,308.00,307.62,"5,470.00",309.10,"1,682,703.00",37,-1.10,5.90,-0.36,1.93,0.12,328.41,346.73,475.00,292.50
