SN,Symbol,Name,Conf,Open,High,Low,Close,VWAP,Vol,Prev Close,Turnover,Trans,Diff,Range,Diff Percent,Range Percent,VWAP%,120 days,180 days,52 weeks high,52 weeks low
1,ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,51.53,586.50,609.00,586.50,605.00,594.05,"1,126.00",575.00,"668,902.20",35,30.00,22.50,5.22,3.84,1.81,712.19,754.68,"1,003.00",547.50
2,ADBL,Agricultural Development Bank Limited,52.72,242.00,251.00,240.10,251.00,245.04,"31,877.00",238.00,"7,811,242.60",284,13.00,10.90,5.46,4.54,2.37,300.48,308.18,389.00,230.00
3,ADBLD83,10.35% ADBL Krisi Bank Rinpatra 2083,50.79,950.00,987.90,950.00,987.90,963.26,170.00,935.00,"163,753.40",9,52.90,37.90,5.66,3.99,2.49,981.63,"1,010.64","1,066.00",865.10
4,ADLB,Adarsha Laghubitta Bittiya Sanstha Limited,46.18,"1,096.50","1,182.50","1,096.50","1,182.50","1,170.65",269.00,"1,075.00","314,905.50",16,107.50,86.00,10.00,7.84,1.00,0.00,0.00,"2,705.00",256.80
5,AHL,Asian Hydropower Limited,38.47,405.00,417.90,391.10,417.90,409.64,"6,880.00",398.00,"2,818,297.20",387,19.90,26.80,5.00,6.85,1.98,0.00,0.00,480.90,298.80
6,AHPC,Arun Valley Hydropower Development Company Limited,55.03,293.90,306.00,292.00,305.00,299.64,"108,050.00",290.50,"32,375,947.20",481,14.50,14.00,4.99,4.79,1.76,291.80,311.92,457.00,250.00
7,AIL,Ajod Insurance Limited,52.50,420.90,446.00,415.10,443.00,432.74,"7,995.00",415.00,"3,459,735.90",102,28.00,30.90,6.75,7.44,2.32,462.72,523.91,681.00,344.00
8,AKJCL,Ankhukhola Hydropower Company Limited,54.45,220.00,232.00,220.00,232.00,227.84,"61,963.00",218.60,"14,117,877.60",281,13.40,12.00,6.13,5.45,1.79,203.13,205.22,266.00,159.80
9,AKPL,Arun Kabeli Power Limited,44.88,397.40,410.00,395.50,409.00,404.91,"69,726.00",392.90,"28,232,670.00",380,16.10,14.50,4.10,3.67,1.00,385.57,409.30,519.00,325.00
10,ALBSL,Asha Laghubitta Bittiya Sanstha Limited,53.86,714.00,764.70,700.00,764.00,727.93,"1,869.00",700.00,"1,360,501.50",39,64.00,64.70,9.14,9.24,4.72,910.86,"1,006.32","1,450.00",657.00
11,ALICL,Asian Life Insurance Company Limited,53.58,606.00,632.00,602.00,632.00,617.74,"21,774.00",595.00,"13,450,593.90",173,37.00,30.00,6.22,4.98,2.26,573.71,577.59,851.00,428.00
