SN,Symbol,Name,Conf,Open,High,Low,Close,VWAP,Vol,Prev Close,Turnover,Trans,Diff,Range,Diff Percent,Range Percent,VWAP%,120 days,180 days,52 weeks high,52 weeks low
1,ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,38.34,745.00,745.00,722.00,725.20,728.42,"1,220.00",745.00,"888,677.00",61,-19.80,23.00,-2.66,3.19,-0.44,764.99,796.52,"1,426.00",675.00
2,ADBL,Agricultural Development Bank Limited,39.45,293.00,302.00,293.00,294.00,294.82,"26,153.00",293.00,"7,710,363.80",205,1.00,9.00,0.34,3.07,-0.28,315.94,320.04,411.00,290.20
3,ADLB,Adarsha Laghubitta Bittiya Sanstha Limited,34.06,"2,087.40","2,087.40","1,917.00","1,917.00","1,930.80","1,017.00","2,130.00","1,963,628.00",44,-213.00,170.40,-10.00,8.89,-0.72,0.00,0.00,"2,705.00",256.80
4,AHPC,Arun Valley Hydropower Development Company Limited,46.84,305.90,315.00,305.00,312.00,311.59,"60,754.00",302.00,"18,930,182.50",291,10.00,10.00,3.31,3.28,0.13,303.18,325.69,566.00,250.00
5,AIL,Ajod Insurance Limited,38.63,473.00,490.60,473.00,485.00,484.43,"3,628.00",473.00,"1,757,504.30",81,12.00,17.60,2.54,3.72,0.12,506.26,574.75,768.90,344.00
6,AKBSL,Adhikhola Laghubitta Bittiya Sanstha Limited,36.31,"1,070.00","1,095.00","1,032.60","1,034.00","1,069.69","1,725.00","1,090.20","1,845,214.50",82,-56.20,62.40,-5.16,6.04,-3.45,822.01,0.00,"1,907.00",391.50
7,AKJCL,Ankhukhola Hydropower Company Limited,46.17,232.00,239.70,230.60,239.70,236.85,"60,535.00",229.20,"14,337,646.90",268,10.50,9.10,4.58,3.95,1.19,198.35,201.85,335.00,159.80
8,AKPL,Arun Kabeli Power Limited,46.10,401.00,411.00,401.00,410.50,407.42,"42,277.00",400.90,"17,224,420.70",256,9.60,10.00,2.39,2.49,0.75,396.79,415.94,560.60,325.00
9,ALBSL,Asha Laghubitta Bittiya Sanstha Limited,36.53,963.20,969.00,940.90,969.00,955.74,"1,740.00",979.00,"1,662,989.40",52,-10.00,28.10,-1.02,2.99,1.37,"1,015.75","1,094.36","1,525.00",874.30
10,ALBSLP,Asha Laghubitta Bittiya Sanstha Limited Promoter Share,40.55,685.00,685.00,685.00,685.00,685.00,"8,050.00",685.00,"5,514,250.00",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,769.00,685.00
11,ALICL,Asian Life Insurance Company Limited,39.58,660.90,673.00,658.40,672.00,665.70,"21,011.00",649.10,"13,986,920.70",125,22.90,14.60,3.53,2.22,0.94,559.45,567.36,"1,007.70",428.00
12,API,Api Power Company Limited,31.77,257.00,269.00,257.00,267.00,265.32,"120,182.00",257.00,"31,886,181.00",649,10.00,12.00,3.89,4.67,0.63,240.09,246.78,534.00,200.00
