SN,Symbol,Name,Conf,Open,High,Low,Close,VWAP,Vol,Prev Close,Turnover,Trans,Diff,Range,Diff Percent,Range Percent,VWAP%,120 days,180 days,52 weeks high,52 weeks low
1,ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,24.60,700.00,708.00,695.00,696.00,699.68,315.00,700.00,"220,399.00",15,-4.00,13.00,-0.57,1.87,-0.53,787.64,835.00,"1,566.00",675.00
2,ADBL,Agricultural Development Bank Limited,27.15,309.00,310.00,305.00,305.20,306.55,"13,973.00",307.00,"4,283,374.20",157,-1.80,5.00,-0.59,1.64,-0.44,319.89,332.02,510.00,298.00
3,AHPC,Arun Valley Hydropower Development Company Limited,27.15,255.00,258.90,253.00,255.00,255.78,"20,139.00",254.00,"5,151,172.70",104,1.00,5.90,0.39,2.33,-0.31,319.30,347.99,628.30,251.20
4,AIL,Ajod Insurance Limited,34.12,359.00,362.00,348.00,352.20,353.30,"2,292.00",352.00,"809,772.00",48,0.20,14.00,0.06,4.02,-0.31,570.24,617.65,806.00,344.00
5,AKBSL,Adhikhola Laghubitta Bittiya Sanstha Limited,36.43,"1,397.40","1,507.00","1,397.40","1,507.00","1,472.93","3,035.00","1,370.00","4,470,334.50",72,137.00,109.60,10.00,7.84,2.26,-,-,"1,507.00",391.50
6,AKJCL,Ankhukhola Hydropower Company Limited,25.98,168.00,168.30,164.60,166.50,166.06,"13,675.00",165.00,"2,270,808.30",86,1.50,3.70,0.91,2.25,0.27,193.54,206.31,350.00,161.00
7,AKPL,Arun Kabeli Power Limited,26.87,337.00,337.00,328.50,332.10,333.32,"10,236.00",331.50,"3,411,862.30",93,0.60,8.50,0.18,2.59,-0.37,416.95,423.59,624.00,328.50
8,ALBSL,Asha Laghubitta Bittiya Sanstha Limited,31.42,922.00,922.00,904.00,917.00,913.05,249.00,908.90,"227,350.00",17,8.10,18.00,0.89,1.99,0.43,"1,091.91","1,160.67","1,750.00",874.30
9,ALICL,Asian Life Insurance Company Limited,31.39,509.00,516.00,500.00,514.00,510.90,"19,902.00",504.40,"10,168,019.00",107,9.60,16.00,1.90,3.20,0.60,538.80,586.94,"1,374.00",428.00
10,API,Api Power Company Limited,26.18,208.00,208.00,204.00,206.00,205.57,"36,728.00",206.00,"7,550,158.80",209,0.00,4.00,0.00,1.96,0.21,236.81,255.45,575.00,200.00
11,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,31.76,670.00,685.00,670.00,683.00,679.54,"1,405.00",674.00,"954,760.00",96,9.00,15.00,1.34,2.24,0.51,-,-,963.00,316.00
12,BARUN,Barun Hydropower Company Limited,35.58,197.00,197.00,191.10,194.90,193.40,"23,738.00",194.90,"4,590,944.80",136,0.00,5.90,0.00,3.09,0.77,274.39,329.19,595.00,191.10
13,BBC,Bishal Bazar Company Limited,28.82,"3,151.00","3,151.00","3,105.00","3,105.00","3,123.86",70.00,"3,090.00","218,670.00",5,15.00,46.00,0.49,1.48,-0.61,"3,467.64","3,604.08","5,763.00","3,090.00"
14,BFC,Best Finance Company Limited,32.24,300.00,305.90,298.00,298.00,301.44,"4,127.00",301.00,"1,244,056.40",41,-3.00,7.90,-1.00,2.65,-1.16,356.50,367.84,577.00,293.00
15,BHDC,Bindhyabasini Hydropower Development Company Limited,27.92,336.00,343.00,336.00,342.00,340.73,934.00,340.00,"318,238.90",65,2.00,7.00,0.59,2.08,0.37,-,-,520.00,310.00
16,BHL,Balephi Hydropower Limited,33.06,245.00,249.00,231.00,244.90,242.06,"1,150.00",247.00,"278,365.00",61,-2.10,18.00,-0.85,7.79,1.16,273.52,-,397.00,104.70
17,BNHC,Buddha Bhumi Nepal Hydropower Company Limited,28.07,316.00,323.00,315.00,317.10,316.55,998.00,316.00,"315,916.00",26,1.10,8.00,0.35,2.54,0.17,379.55,408.67,744.00,246.70
18,BNT,Bottlers Nepal (Terai) Limited,38.79,"12,747.00","12,751.00","12,502.00","12,502.00","12,638.75",80.00,"12,501.00","1,011,100.00",7,1.00,249.00,0.01,1.99,-1.09,"12,869.38","13,201.61","17,670.00","11,088.70"
19,BOKL,Bank of Kathmandu Limited,31.89,197.60,205.00,195.20,199.00,200.17,"12,000.00",197.60,"2,402,075.90",76,1.40,9.80,0.71,5.02,-0.59,258.78,277.74,330.00,195.20
20,BPCL,Butwal Power Company Limited,27.83,300.00,307.00,300.00,302.00,303.82,"4,972.00",301.80,"1,510,609.80",50,0.20,7.00,0.07,2.33,-0.60,314.94,329.42,498.00,288.00
21,CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,27.24,"1,085.00","1,094.00","1,080.00","1,086.00","1,087.88","3,925.00","1,079.90","4,269,939.20",95,6.10,14.00,0.56,1.30,-0.17,"1,050.19","1,051.00","1,581.00",882.00
22,CBL,Civil Bank Limited,28.60,216.40,218.80,214.00,218.70,216.72,"186,275.00",214.00,"40,370,328.90",377,4.70,4.80,2.20,2.24,0.90,218.15,229.83,285.40,194.00
23,CBLD88,10.25% Civil Bank Debenture 2088,40.28,838.50,850.00,838.50,850.00,844.25,50.00,839.00,"42,212.50",2,11.00,11.50,1.31,1.37,0.68,-,-,"1,000.00",834.30
24,CCBD88,10.50% Century Debenture 2088,37.50,857.90,857.90,842.70,842.70,847.80,75.00,841.10,"63,585.10",3,1.60,15.20,0.19,1.80,-0.61,-,-,"1,000.00",837.00
25,CCBL,Century Commercial Bank Limited,27.45,176.10,180.00,176.10,179.00,178.63,"21,079.00",179.50,"3,765,441.70",134,-0.50,3.90,-0.28,2.21,0.20,202.57,215.61,280.00,176.00
26,CFCL,Central Finance Limited,29.76,295.00,301.00,292.00,295.00,294.82,"3,527.00",290.00,"1,039,829.80",41,5.00,9.00,1.72,3.08,0.06,321.52,322.53,556.00,237.00
27,CGH,Chandragiri Hills Limited,29.64,998.00,998.70,979.00,998.00,983.57,"1,180.00",980.00,"1,160,607.00",42,18.00,19.70,1.84,2.01,1.45,"1,026.15","1,081.10","1,565.00",900.20
28,CHCL,Chilime Hydro power Company Limited,28.26,358.00,364.00,351.10,354.00,354.10,"7,740.00",351.30,"2,740,701.10",53,2.70,12.90,0.77,3.67,-0.03,389.15,402.44,566.90,347.90
29,CHDC,CEDB Hydropower Development Company Limited,23.90,626.40,640.00,626.40,633.20,636.52,"1,633.00",639.00,"1,039,437.60",45,-5.80,13.60,-0.91,2.17,-0.52,694.69,711.74,"1,130.00",590.00
30,CHL,Chhyangdi Hydropower Company Limited,30.44,199.40,203.80,199.40,203.00,200.77,"6,212.00",202.10,"1,247,209.60",44,0.90,4.40,0.45,2.21,1.10,238.38,267.51,550.80,193.10
31,CIT,Citizen Investment Trust,30.10,"1,840.00","1,854.90","1,840.00","1,847.00","1,848.50","3,384.00","1,845.00","6,255,313.00",101,2.00,14.90,0.11,0.81,-0.08,"2,161.84","2,338.77","3,646.00","1,780.00"
32,CLBSL,Civil Laghubitta Bittiya Sanstha Limited,30.41,764.00,775.00,754.00,754.00,763.60,"2,426.00",750.00,"1,852,490.70",16,4.00,21.00,0.53,2.79,-1.27,820.28,819.60,"1,233.00",662.50
33,CMF1,Citizens Mutual Fund-1,34.71,7.13,7.15,7.01,7.15,7.12,"21,251.00",7.00,"151,309.57",13,0.15,0.14,2.14,2.00,0.42,8.14,8.49,10.49,6.85
34,CMF2,Citizens Mutual Fund - 2,29.63,7.32,7.49,7.32,7.49,7.40,"24,480.00",7.30,"181,127.00",3,0.19,0.17,2.60,2.32,1.22,8.60,9.04,10.89,7.24
35,CORBL,Corporate Development Bank Limited,42.63,274.80,274.80,265.00,265.00,265.66,"1,550.00",270.20,"411,780.20",23,-5.20,9.80,-1.92,3.70,-0.25,293.58,330.75,994.00,211.30
36,CYCL,CYC Nepal Laghubitta Bittiya Sanstha Limited,34.11,"2,499.00","2,723.00","2,470.00","2,670.00","2,584.45","8,826.00","2,481.00","22,810,319.00",482,189.00,253.00,7.62,10.24,3.20,-,-,"2,734.80",382.20
37,CZBIL,Citizens Bank International Limited,32.93,180.50,180.50,177.00,179.90,178.63,"31,584.00",178.00,"5,641,775.00",129,1.90,3.50,1.07,1.98,0.71,195.61,210.55,323.30,176.30
38,DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,27.63,990.00,"1,067.00",955.20,"1,004.00",987.54,"8,415.00",971.00,"8,310,109.00",104,33.00,111.80,3.40,11.70,1.64,970.87,991.15,"1,407.00",861.00
39,DHPL,Dibyashwari Hydropower Company Limited,22.47,169.00,173.50,169.00,172.00,171.46,"1,597.00",169.60,"273,829.50",23,2.40,4.50,1.42,2.66,0.31,195.47,210.63,381.40,160.10
40,DLBS,Dhaulagiri Laghubitta Bittiya Sanstha Limited,39.30,556.60,600.20,556.60,600.20,576.63,57.00,545.70,"32,867.70",6,54.50,43.60,9.99,7.83,3.93,-,-,600.20,177.70
41,DORDI,Dordi Khola Hydropower Company Limited,29.33,222.50,229.70,222.50,224.30,225.16,"4,993.00",227.00,"1,124,227.20",103,-2.70,7.20,-1.19,3.24,-0.38,-,-,408.00,217.00
42,EBL,Everest Bank Limited,40.53,430.00,436.00,430.00,432.00,433.18,"15,066.00",430.00,"6,526,321.70",97,2.00,6.00,0.47,1.40,-0.27,484.98,486.16,640.00,411.00
43,EBLD86,8.5% Everest Bank Debenture,34.71,742.20,743.10,742.20,743.10,742.65,50.00,741.10,"37,132.50",2,2.00,0.90,0.27,0.12,0.06,-,-,"1,000.00",737.00
44,EDBL,Excel Development Bank Limited,30.01,300.00,306.00,299.90,304.80,303.09,"5,602.00",300.00,"1,697,913.90",28,4.80,6.10,1.60,2.03,0.56,332.37,351.99,615.00,291.20
45,EHPL,Eastern Hydropower Limited,48.60,259.30,278.00,255.00,271.20,269.62,"4,630.00",264.50,"1,248,363.00",434,6.70,23.00,2.53,9.02,0.58,-,-,293.10,216.00
46,ENL,Emerging Nepal Limited,26.14,542.20,576.30,542.20,559.00,567.70,625.00,553.10,"354,815.50",25,5.90,34.10,1.07,6.29,-1.56,651.23,708.20,"1,481.90",287.10
47,FMDBL,First Microfinance Laghubitta Bittiya Sanstha Limited,26.47,701.10,713.00,693.10,707.00,707.45,"7,728.00",700.00,"5,467,189.50",100,7.00,19.90,1.00,2.87,-0.06,676.12,677.74,"1,020.00",559.00
48,FOWAD,Forward Microfinance Laghubitta Bittiya Sanstha Limited,32.82,"2,341.00","2,341.00","2,280.00","2,297.00","2,298.59","12,277.00","2,356.10","28,219,818.70",423,-59.10,61.00,-2.51,2.68,-0.07,"2,574.13","2,479.79","2,950.00","2,000.00"
49,GBBD85,8.75% Garima Debenture 2085,40.11,817.40,817.40,801.10,801.10,806.53,75.00,834.00,"60,490.00",2,-32.90,16.30,-3.94,2.03,-0.68,-,-,"1,000.00",722.50
50,GBBL,Garima Bikas Bank Limited,35.30,381.00,381.00,377.00,377.00,379.50,"18,935.00",375.10,"7,185,792.20",120,1.90,4.00,0.51,1.06,-0.66,384.70,389.20,625.00,318.00
51,GBIME,Global IME Bank Limited,39.87,200.00,201.00,197.10,200.00,199.65,"31,289.00",198.60,"6,246,748.20",311,1.40,3.90,0.70,1.98,0.18,306.28,325.15,375.00,197.10
52,GBLBS,Grameen Bikas Laghubitta Bittiya Sanstha Limited,24.53,581.00,590.00,581.00,588.00,586.96,"1,094.00",581.00,"642,131.00",23,7.00,9.00,1.20,1.55,0.18,685.92,724.85,"1,139.00",566.00
53,GFCL,Goodwill Finance Company Limited,23.37,437.50,440.00,433.00,439.00,435.90,"4,043.00",429.00,"1,762,355.70",36,10.00,7.00,2.33,1.62,0.71,479.07,473.58,763.00,358.00
54,GHL,Ghalemdi Hydro Limited,25.54,180.00,193.10,180.00,186.00,188.43,"8,292.00",182.10,"1,562,497.10",51,3.90,13.10,2.14,7.28,-1.31,203.18,215.20,397.80,164.20
55,GIBF1,Global IME Balance Fund-I,30.26,7.77,7.80,7.62,7.80,7.70,600.00,7.77,"4,620.00",6,0.03,0.18,0.39,2.36,1.28,-,-,10.00,7.55
56,GILB,Global IME Laghubitta Bittiya Sanstha Limited,38.45,"1,118.00","1,140.40","1,118.00","1,127.00","1,122.88",610.00,"1,140.00","684,957.50",26,-13.00,22.40,-1.14,2.00,0.37,"1,247.84","1,279.47","1,894.00","1,112.00"
57,GIMES1,Global IME Samunnat Scheme 1,27.41,8.39,8.44,8.39,8.44,8.40,"26,700.00",8.38,"224,218.00",6,0.06,0.05,0.72,0.60,0.50,9.09,9.67,12.64,8.08
58,GLBSL,Gurans Laghubitta Bittiya Sanstha Limited,33.24,738.00,752.70,738.00,739.10,743.44,128.00,738.20,"95,160.60",5,0.90,14.70,0.12,1.99,-0.59,936.06,"1,004.39","1,509.60",738.00
59,GLH,Greenlife Hydropower Limited,32.63,228.00,234.90,227.00,231.00,231.06,"2,047.00",231.50,"472,982.50",65,-0.50,7.90,-0.22,3.48,-0.03,280.79,316.38,527.30,219.00
60,GMFBS,Ganapati Laghubitta Bittiya Sanstha Limited,29.01,790.50,800.00,780.00,780.00,793.68,97.00,775.00,"76,987.00",7,5.00,20.00,0.65,2.56,-1.75,907.01,953.09,"1,510.00",750.00
61,GMFIL,Guheswori Merchant Banking & Finance Limited,30.44,302.90,306.00,302.00,302.00,303.68,"2,985.00",299.00,"906,474.00",14,3.00,4.00,1.00,1.32,-0.56,332.22,327.49,531.50,223.90
62,GRDBL,Green Development Bank Limited,18.30,225.10,230.60,225.10,228.00,228.55,"1,917.00",228.00,"438,138.40",17,0.00,5.50,0.00,2.44,-0.24,245.63,251.91,425.00,182.00
63,GUFL,Gurkhas Finance Limited,30.63,502.00,517.00,500.00,500.00,508.67,"21,982.00",504.90,"11,181,495.20",139,-4.90,17.00,-0.97,3.40,-1.73,533.18,503.74,"1,015.30",357.00
64,GVL,Green Ventures Limited,25.52,308.90,312.00,300.00,309.00,308.70,"14,155.00",303.00,"4,369,670.40",216,6.00,12.00,1.98,4.00,0.10,323.49,-,436.40,255.10
65,HBL,Himalayan Bank Limited,36.05,324.30,330.00,320.00,322.00,325.23,"50,468.00",318.00,"16,413,952.70",346,4.00,10.00,1.26,3.13,-1.00,322.00,364.93,505.00,290.00
66,HDHPC,Himal Dolakha Hydropower Company Limited,26.04,169.10,174.00,169.00,170.20,171.96,"34,868.00",170.00,"5,995,843.20",115,0.20,5.00,0.12,2.96,-1.03,194.83,208.74,377.00,161.00
