SN,Symbol,Name,Conf,Open,High,Low,Close,VWAP,Vol,Prev Close,Turnover,Trans,Diff,Range,Diff Percent,Range Percent,VWAP%,120 days,180 days,52 weeks high,52 weeks low
1,ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,34.35,587.50,587.50,577.10,578.00,583.41,643.00,587.80,"375,131.20",20,-9.80,10.40,-1.67,1.80,-0.94,736.45,775.40,"1,407.00",572.00
2,ADBL,Agricultural Development Bank Limited,30.73,263.10,263.10,256.10,256.50,258.03,"20,447.00",258.00,"5,276,028.60",218,-1.50,7.00,-0.58,2.73,-0.60,309.79,314.63,405.90,256.10
3,ADLB,Adarsha Laghubitta Bittiya Sanstha Limited,36.65,"1,321.10","1,355.00","1,300.00","1,355.00","1,329.20",397.00,"1,342.00","527,692.00",22,13.00,55.00,0.97,4.23,1.90,0.00,0.00,"2,705.00",256.80
4,AHPC,Arun Valley Hydropower Development Company Limited,36.04,304.10,307.90,298.20,300.00,301.95,"42,487.00",304.00,"12,828,900.90",185,-4.00,9.70,-1.32,3.25,-0.65,295.60,317.09,525.00,250.00
5,AIL,Ajod Insurance Limited,44.69,465.00,470.00,462.00,462.00,465.31,"3,364.00",465.00,"1,565,292.40",64,-3.00,8.00,-0.65,1.73,-0.72,480.03,549.11,768.90,344.00
6,AKJCL,Ankhukhola Hydropower Company Limited,43.01,235.10,238.00,226.10,228.00,230.55,"27,472.00",230.50,"6,333,788.70",140,-2.50,11.90,-1.08,5.26,-1.12,200.21,203.00,310.00,159.80
7,AKPL,Arun Kabeli Power Limited,34.57,415.00,415.00,402.00,403.00,408.04,"70,504.00",413.00,"28,768,140.10",310,-10.00,13.00,-2.42,3.23,-1.25,389.53,411.88,530.00,325.00
8,ALBSL,Asha Laghubitta Bittiya Sanstha Limited,37.57,724.00,724.00,690.00,690.00,699.87,"1,285.00",715.00,"899,333.80",35,-25.00,34.00,-3.50,4.93,-1.43,959.57,"1,050.64","1,467.00",690.00
9,ALICL,Asian Life Insurance Company Limited,40.96,631.00,635.00,626.00,629.00,630.92,"7,972.00",631.00,"5,029,712.50",65,-2.00,9.00,-0.32,1.44,-0.31,566.42,574.11,"1,007.70",428.00
10,API,Api Power Company Limited,43.37,267.00,269.00,261.00,262.00,264.72,"85,387.00",264.00,"22,603,548.50",425,-2.00,8.00,-0.76,3.07,-1.04,239.26,245.57,510.00,200.00
11,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,44.40,637.50,663.50,620.00,663.50,626.14,"10,117.00",650.50,"6,334,698.80",264,13.00,43.50,2.00,7.02,5.63,0.00,0.00,963.00,316.00
12,BARUN,Barun Hydropower Company Limited,42.21,273.00,273.00,263.10,264.00,267.93,"16,279.00",271.00,"4,361,601.20",112,-7.00,9.90,-2.58,3.76,-1.49,236.13,272.85,541.60,190.30
13,BBC,Bishal Bazar Company Limited,39.01,"3,282.00","3,319.00","3,280.00","3,319.00","3,289.11",45.00,"3,328.00","148,010.00",3,-9.00,39.00,-0.27,1.19,0.90,"3,323.36","3,430.58","4,550.00","3,083.00"
14,BFC,Best Finance Company Limited,40.67,330.00,331.90,324.10,327.00,326.74,"4,244.00",332.00,"1,386,701.50",31,-5.00,7.80,-1.51,2.41,0.08,334.69,351.47,476.90,292.50
15,BHDC,Bindhyabasini Hydropower Development Company Limited,30.65,455.00,468.90,445.00,453.90,453.58,"9,310.00",461.00,"4,222,847.10",153,-7.10,23.90,-1.54,5.37,0.07,381.99,0.00,520.00,310.00
16,BHL,Balephi Hydropower Limited,36.33,336.00,340.70,327.50,330.00,333.31,"7,548.00",332.90,"2,515,816.00",183,-2.90,13.20,-0.87,4.03,-1.00,289.82,287.95,397.00,104.70
17,BHPL,Barahi Hydropower Public Limited,38.72,520.00,540.00,520.00,530.00,529.26,"3,761.00",525.00,"1,990,530.00",65,5.00,20.00,0.95,3.85,0.14,0.00,0.00,677.20,194.30
18,BNHC,Buddha Bhumi Nepal Hydropower Company Limited,27.30,431.50,431.50,417.10,418.00,419.01,940.00,424.00,"393,874.00",49,-6.00,14.40,-1.42,3.45,-0.24,388.49,391.14,680.00,306.00
19,BNT,Bottlers Nepal (Terai) Limited,35.42,"12,446.00","12,694.90","11,732.00","11,732.00","12,009.35","1,030.00","12,700.00","12,369,633.00",24,-968.00,962.90,-7.62,8.21,-2.36,"12,846.83","12,948.99","15,371.30","11,396.00"
20,BOKD86,8.5% BOK Debenture 2086,20.61,748.00,748.00,748.00,748.00,748.00,10.00,751.00,"7,480.00",1,-3.00,0.00,-0.40,0.00,0.00,0.00,0.00,980.00,738.50
21,BPCL,Butwal Power Company Limited,43.96,326.00,327.00,320.10,320.10,321.85,"7,349.00",324.90,"2,365,292.40",98,-4.80,6.90,-1.48,2.16,-0.55,312.99,317.59,424.00,288.00
22,CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,36.36,799.80,800.00,783.10,788.00,789.32,"9,384.00",785.00,"7,407,020.30",168,3.00,16.90,0.38,2.16,-0.17,"1,075.76","1,064.13","1,303.00",783.10
23,CBLD88,10.25% Civil Bank Debenture 2088,35.49,845.00,845.00,835.00,835.00,843.81,210.00,830.20,"177,200.00",2,4.80,10.00,0.58,1.20,-1.06,0.00,0.00,"1,000.00",813.00
24,CCBD88,10.50% Century Debenture 2088,41.13,832.80,832.80,832.80,832.80,832.80,25.00,835.40,"20,820.00",1,-2.60,0.00,-0.31,0.00,0.00,0.00,0.00,"1,000.00",816.00
25,CFCL,Central Finance Limited,42.82,321.00,323.00,311.00,315.00,315.08,"9,130.00",321.00,"2,876,712.90",70,-6.00,12.00,-1.87,3.86,-0.03,322.36,322.59,462.90,237.00
26,CGH,Chandragiri Hills Limited,39.20,"1,165.00","1,185.00","1,150.00","1,150.00","1,162.80","1,510.00","1,180.00","1,755,824.00",56,-30.00,35.00,-2.54,3.04,-1.11,"1,100.46","1,086.07","1,487.00",900.20
27,CHCL,Chilime Hydro power Company Limited,42.71,479.00,485.00,475.00,479.10,479.42,"30,167.00",479.00,"14,462,717.20",218,0.10,10.00,0.02,2.11,-0.07,406.45,404.97,504.10,347.90
28,CHDC,CEDB Hydropower Development Company Limited,40.85,725.00,740.00,725.00,726.00,731.16,"4,450.00",730.30,"3,253,659.00",67,-4.30,15.00,-0.59,2.07,-0.71,687.08,707.77,925.00,590.00
29,CHL,Chhyangdi Hydropower Company Limited,35.27,334.50,337.00,327.00,327.00,331.45,"9,193.00",333.00,"3,047,001.80",70,-6.00,10.00,-1.80,3.06,-1.36,256.79,259.21,475.00,193.10
30,CIT,Citizen Investment Trust,45.58,"2,090.00","2,099.00","2,065.00","2,078.00","2,082.63","9,805.00","2,065.00","20,420,200.50",276,13.00,34.00,0.63,1.65,-0.22,"1,955.32","2,130.08","3,297.00","1,780.00"
31,CLBSL,Civil Laghubitta Bittiya Sanstha Limited,34.51,611.00,619.00,610.00,610.00,611.65,421.00,620.00,"257,504.90",20,-10.00,9.00,-1.61,1.48,-0.27,798.76,814.43,"1,018.00",592.00
32,CMF1,Citizens Mutual Fund-1,30.37,7.24,7.52,7.24,7.39,7.38,500.00,7.38,"3,691.00",5,0.01,0.28,0.14,3.87,0.11,8.02,8.15,10.00,6.75
33,CMF2,Citizens Mutual Fund - 2,34.31,7.69,7.84,7.69,7.72,7.83,"10,500.00",7.84,"82,257.00",5,-0.12,0.15,-1.53,1.95,-1.48,8.18,8.51,10.76,7.24
34,CORBL,Corporate Development Bank Limited,35.64,310.00,310.00,300.00,303.00,303.37,"2,814.00",308.80,"853,688.80",37,-5.80,10.00,-1.88,3.33,-0.12,294.72,298.58,574.00,211.30
35,CZBIL,Citizens Bank International Limited,42.12,180.20,181.40,179.30,180.00,179.91,"26,482.00",180.00,"4,764,380.80",138,0.00,2.10,0.00,1.17,0.05,189.17,194.38,278.00,175.00
36,DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,35.10,688.00,688.00,675.00,679.00,680.06,"4,053.00",687.90,"2,756,278.40",90,-8.90,13.00,-1.29,1.93,-0.16,931.34,950.27,"1,199.00",668.00
37,DHPL,Dibyashwari Hydropower Company Limited,42.08,234.60,235.00,226.00,230.90,229.74,"6,517.00",230.00,"1,497,225.00",59,0.90,9.00,0.39,3.98,0.50,201.90,205.10,321.00,160.10
38,DLBS,Dhaulagiri Laghubitta Bittiya Sanstha Limited,38.70,840.00,863.00,801.00,801.00,812.60,"1,332.00",846.60,"1,082,382.00",33,-45.60,62.00,-5.39,7.74,-1.45,0.00,0.00,"1,662.00",177.70
39,DORDI,Dordi Khola Hydropower Company Limited,34.74,314.10,320.00,312.80,319.90,316.00,"5,269.00",320.20,"1,664,997.00",155,-0.30,7.20,-0.09,2.30,1.22,276.74,0.00,408.00,217.00
40,EBL,Everest Bank Limited,38.60,505.00,507.00,502.00,506.00,504.62,"14,478.00",506.00,"7,305,828.90",123,0.00,5.00,0.00,1.00,0.27,499.42,490.91,558.90,411.00
41,EBLD86,8.5% Everest Bank Debenture,37.81,765.00,770.00,765.00,770.00,767.98,62.00,772.00,"47,615.00",2,-2.00,5.00,-0.26,0.65,0.26,0.00,0.00,"1,000.00",725.00
42,EDBL,Excel Development Bank Limited,37.88,326.70,326.70,311.00,319.70,315.98,"6,581.00",322.00,"2,079,447.50",47,-2.30,15.70,-0.71,5.05,1.16,325.02,335.03,495.00,291.20
43,EHPL,Eastern Hydropower Limited,46.32,466.90,475.00,443.00,473.00,455.52,"7,250.00",458.60,"3,302,496.00",120,14.40,32.00,3.14,7.22,3.70,0.00,0.00,508.00,216.00
