SN,Symbol,Name,Conf,Open,High,Low,Close,VWAP,Vol,Prev Close,Turnover,Trans,Diff,Range,Diff Percent,Range Percent,VWAP%,120 days,180 days,52 weeks high,52 weeks low
1,ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,22.11,569.00,569.00,559.00,562.00,562.35,141.00,562.00,"79,292.00",10,0.00,10.00,0.00,1.79,-0.06,696.72,734.20,982.00,547.50
2,ADBL,Agricultural Development Bank Limited,31.29,232.00,235.00,231.20,233.10,232.89,"11,916.00",234.90,"2,775,059.20",106,-1.80,3.80,-0.77,1.64,0.09,291.75,301.44,389.00,230.00
3,ADLB,Adarsha Laghubitta Bittiya Sanstha Limited,21.22,"1,291.00","1,315.00","1,291.00","1,315.00","1,304.82",123.00,"1,315.00","160,493.00",7,0.00,24.00,0.00,1.86,0.77,0.00,0.00,"2,705.00",256.80
4,AHL,Asian Hydropower Limited,27.66,369.00,369.00,348.00,358.00,356.62,"3,370.00",369.00,"1,201,804.00",135,-11.00,21.00,-2.98,6.03,0.39,0.00,0.00,480.90,298.80
5,AHPC,Arun Valley Hydropower Development Company Limited,23.45,287.00,287.00,280.50,281.00,283.02,"28,282.00",286.70,"8,004,423.00",158,-5.70,6.50,-1.99,2.32,-0.72,294.12,307.45,457.00,250.00
6,AIL,Ajod Insurance Limited,32.07,398.00,419.20,396.50,402.80,403.34,"2,920.00",402.50,"1,177,752.00",62,0.30,22.70,0.07,5.73,-0.13,453.37,504.89,625.00,344.00
7,AKJCL,Ankhukhola Hydropower Company Limited,25.97,217.00,218.90,211.00,211.00,213.09,"28,337.00",216.60,"6,038,223.10",162,-5.60,7.90,-2.59,3.74,-0.99,208.89,207.03,266.00,159.80
8,AKPL,Arun Kabeli Power Limited,24.69,377.00,384.00,370.70,370.70,373.87,"17,279.00",377.00,"6,460,158.80",123,-6.30,13.30,-1.67,3.59,-0.86,386.55,403.78,519.00,325.00
9,ALBSL,Asha Laghubitta Bittiya Sanstha Limited,19.89,658.00,675.00,658.00,675.00,666.34,122.00,670.00,"81,293.00",9,5.00,17.00,0.75,2.58,1.28,881.97,965.19,"1,409.00",657.00
10,ALICL,Asian Life Insurance Company Limited,29.48,549.00,550.00,542.20,550.00,545.20,"4,862.00",552.10,"2,650,757.40",41,-2.10,7.80,-0.38,1.44,0.87,590.44,577.80,777.00,428.00
11,ANLB,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,40.08,445.60,463.50,445.60,463.50,450.58,40.00,436.90,"18,023.20",5,26.60,17.90,6.09,4.02,2.79,0.00,0.00,463.50,403.80
12,API,Api Power Company Limited,24.42,238.00,240.00,231.00,232.00,233.99,"41,051.00",237.00,"9,605,516.10",312,-5.00,9.00,-2.11,3.90,-0.86,246.12,246.08,327.00,200.00
13,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,28.21,580.00,588.00,578.30,588.00,580.97,"1,900.00",590.00,"1,103,851.00",76,-2.00,9.70,-0.34,1.68,1.19,685.99,0.00,963.00,316.00
14,BARUN,Barun Hydropower Company Limited,27.29,242.30,245.00,239.50,240.00,241.65,"7,722.00",247.00,"1,866,051.00",68,-7.00,5.50,-2.83,2.30,-0.69,242.68,248.18,541.60,190.30
15,BBC,Bishal Bazar Company Limited,31.84,"3,099.00","3,099.00","3,085.00","3,085.00","3,093.59",44.00,"3,100.00","136,118.00",3,-15.00,14.00,-0.48,0.45,-0.28,"3,285.13","3,369.97","4,300.00","3,050.00"
