SN,Symbol,Name,Conf,Open,High,Low,Close,VWAP,Vol,Prev Close,Turnover,Trans,Diff,Range,Diff Percent,Range Percent,VWAP%,120 days,180 days,52 weeks high,52 weeks low
1,ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,34.35,577.00,577.00,570.00,577.00,572.65,511.00,578.00,"292,623.30",13,-1.00,7.00,-0.17,1.23,0.75,-,-,"1,407.00",570.00
2,ADBL,Agricultural Development Bank Limited,30.73,254.00,257.00,252.00,254.00,254.26,"17,649.00",256.50,"4,487,409.40",185,-2.50,5.00,-0.97,1.98,-0.10,-,-,405.90,252.00
3,ADLB,Adarsha Laghubitta Bittiya Sanstha Limited,36.65,"1,380.00","1,394.00","1,320.00","1,335.00","1,346.56",103.00,"1,355.00","138,696.00",10,-20.00,74.00,-1.48,5.61,-0.87,-,-,"2,705.00",256.80
4,AHL,Asian Hydropower Limited,0.00,298.80,328.60,298.80,328.60,327.80,"3,220.00",298.90,"1,055,530.80",58,29.80,29.80,9.97,9.97,0.24,-,-,328.60,298.80
5,AHPC,Arun Valley Hydropower Development Company Limited,36.04,306.00,306.00,294.50,297.00,296.48,"50,494.00",300.00,"14,970,508.70",194,-3.00,11.50,-1.00,3.90,0.17,-,-,508.00,250.00
6,AIL,Ajod Insurance Limited,44.69,453.10,468.00,453.10,460.00,462.46,"2,690.00",462.00,"1,244,017.30",53,-2.00,14.90,-0.43,3.29,-0.53,-,-,768.90,344.00
7,AKJCL,Ankhukhola Hydropower Company Limited,43.01,226.00,229.80,224.00,224.80,225.68,"24,209.00",228.00,"5,463,461.50",129,-3.20,5.80,-1.40,2.59,-0.39,-,-,303.00,159.80
8,AKPL,Arun Kabeli Power Limited,34.57,400.20,407.00,399.00,404.00,402.62,"57,749.00",403.00,"23,251,171.90",254,1.00,8.00,0.25,2.01,0.34,-,-,520.00,325.00
9,ALBSL,Asha Laghubitta Bittiya Sanstha Limited,37.57,677.30,702.00,677.30,700.00,694.76,469.00,690.00,"325,842.30",13,10.00,24.70,1.45,3.65,0.75,-,-,"1,467.00",677.30
10,ALICL,Asian Life Insurance Company Limited,40.96,617.40,621.00,617.30,617.30,618.98,"5,673.00",629.00,"3,511,469.50",54,-11.70,3.70,-1.86,0.60,-0.27,-,-,"1,007.70",428.00
11,API,Api Power Company Limited,43.37,262.00,262.00,257.00,259.00,258.45,"57,545.00",262.00,"14,872,697.70",301,-3.00,5.00,-1.15,1.95,0.21,-,-,500.00,200.00
12,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,44.40,650.30,650.30,610.00,630.20,622.50,"9,655.00",663.50,"6,010,234.40",223,-33.30,40.30,-5.02,6.61,1.22,-,-,963.00,316.00
13,BARUN,Barun Hydropower Company Limited,42.21,263.00,267.40,259.50,263.00,261.73,"24,745.00",264.00,"6,476,581.60",118,-1.00,7.90,-0.38,3.04,0.48,-,-,541.60,190.30
14,BBC,Bishal Bazar Company Limited,39.01,"3,255.00","3,320.00","3,255.00","3,318.80","3,274.38",149.00,"3,319.00","487,883.00",9,-0.20,65.00,-0.01,2.00,1.34,-,-,"4,500.00","3,083.00"
15,BFC,Best Finance Company Limited,40.67,326.00,326.00,321.00,324.00,322.43,"7,255.00",327.00,"2,339,257.80",39,-3.00,5.00,-0.92,1.56,0.48,-,-,475.00,292.50
16,BFCPO,Best Finance Company Limited Promoter Share,32.21,183.00,183.00,183.00,183.00,183.00,"63,437.00",183.00,"11,608,971.00",1,0.00,0.00,0.00,0.00,0.00,-,-,270.00,183.00
17,BHDC,Bindhyabasini Hydropower Development Company Limited,30.65,445.00,446.00,431.10,433.40,438.30,"3,620.00",453.90,"1,586,661.70",125,-20.50,14.90,-4.52,3.46,-1.13,-,-,520.00,310.00
