SN,Symbol,Name,Conf,Open,High,Low,Close,VWAP,Vol,Prev Close,Turnover,Trans,Diff,Range,Diff Percent,Range Percent,VWAP%,120 days,180 days,52 weeks high,52 weeks low
1,ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,54.54,750.00,775.00,750.00,760.00,764.98,"2,113.00",740.00,"1,616,401.10",52,20.00,25.00,2.70,3.33,-0.66,781.25,817.56,"1,566.00",675.00
2,ADBL,Agricultural Development Bank Limited,51.72,334.50,336.60,325.00,326.00,329.49,"39,484.00",328.00,"13,009,745.00",324,-2.00,11.60,-0.61,3.57,-1.07,319.56,329.54,448.00,298.00
3,ADBLD83,10.35% ADBL Krisi Bank Rinpatra 2083,45.33,920.30,920.50,920.30,920.50,920.40,50.00,938.40,"46,020.00",2,-17.90,0.20,-1.91,0.02,0.01,"1,005.85","1,028.87","1,091.00",909.60
4,ADLB,Adarsha Laghubitta Bittiya Sanstha Limited,42.48,491.40,501.20,491.40,501.20,496.30,20.00,481.80,"9,926.00",2,19.40,9.80,4.03,1.99,0.98,-,-,501.20,256.80
5,AHPC,Arun Valley Hydropower Development Company Limited,53.42,304.90,312.00,295.30,303.20,304.13,"117,049.00",299.00,"35,598,380.00",583,4.20,16.70,1.40,5.66,-0.31,314.69,340.87,628.30,250.00
6,AIL,Ajod Insurance Limited,60.52,432.00,466.00,432.00,466.00,462.65,"25,890.00",423.70,"11,978,015.90",278,42.30,34.00,9.98,7.87,0.72,550.51,604.17,806.00,344.00
7,AKBSL,Adhikhola Laghubitta Bittiya Sanstha Limited,34.99,"1,555.00","1,585.00","1,538.00","1,548.00","1,556.06","4,999.00","1,555.10","7,778,749.00",160,-7.10,47.00,-0.46,3.06,-0.52,-,-,"1,790.00",391.50
8,AKJCL,Ankhukhola Hydropower Company Limited,56.12,196.00,204.00,194.10,198.00,198.32,"115,743.00",196.00,"22,954,288.70",534,2.00,9.90,1.02,5.10,-0.16,192.66,202.54,350.00,159.80
9,AKPL,Arun Kabeli Power Limited,55.69,386.00,402.00,373.00,388.00,389.83,"117,367.00",379.00,"45,753,429.70",614,9.00,29.00,2.37,7.77,-0.47,412.63,419.16,624.00,325.00
10,ALBSL,Asha Laghubitta Bittiya Sanstha Limited,53.51,"1,021.00","1,021.00",987.20,997.00,994.64,"2,606.00","1,001.00","2,592,025.40",56,-4.00,33.80,-0.40,3.42,0.24,"1,074.88","1,144.75","1,750.00",874.30
