SN,Symbol,Name,Conf,Open,High,Low,Close,VWAP,Vol,Prev Close,Turnover,Trans,Diff,Range,Diff Percent,Range Percent,VWAP%,120 days,180 days,52 weeks high,52 weeks low
1,ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,38.67,590.00,590.00,574.40,575.00,578.81,651.00,580.00,"376,803.80",23,-5.00,15.60,-0.86,2.72,-0.66,713.05,756.11,"1,022.00",547.50
2,ADBL,Agricultural Development Bank Limited,38.51,236.70,241.00,233.00,238.00,237.31,"16,466.00",232.10,"3,907,612.50",130,5.90,8.00,2.54,3.43,0.29,300.93,308.61,389.00,230.00
3,ADLB,Adarsha Laghubitta Bittiya Sanstha Limited,34.59,985.00,"1,078.00",980.00,"1,075.00","1,021.00",222.00,980.00,"226,661.00",12,95.00,98.00,9.69,10.00,5.02,0.00,0.00,"2,705.00",256.80
4,AHL,Asian Hydropower Limited,26.04,391.00,399.00,390.00,398.00,394.50,"3,836.00",398.90,"1,513,311.00",275,-0.90,9.00,-0.23,2.31,0.88,0.00,0.00,480.90,298.80
5,AHPC,Arun Valley Hydropower Development Company Limited,37.43,279.00,290.90,277.00,290.50,284.97,"27,426.00",276.10,"7,815,558.10",181,14.40,13.90,5.22,5.02,1.90,291.69,312.27,457.70,250.00
6,AIL,Ajod Insurance Limited,34.67,405.00,417.10,405.00,415.00,413.49,"2,750.00",408.00,"1,137,109.50",63,7.00,12.10,1.72,2.99,0.36,463.45,525.38,686.40,344.00
7,AKJCL,Ankhukhola Hydropower Company Limited,46.80,216.00,220.00,211.70,218.60,214.99,"28,219.00",213.00,"6,066,801.20",126,5.60,8.30,2.63,3.92,1.65,202.65,205.09,276.40,159.80
8,AKPL,Arun Kabeli Power Limited,39.31,389.90,393.90,382.60,392.90,389.48,"20,947.00",386.90,"8,158,515.90",160,6.00,11.30,1.55,2.95,0.87,385.44,409.68,519.00,325.00
9,ALBSL,Asha Laghubitta Bittiya Sanstha Limited,42.08,692.50,700.00,690.00,700.00,698.31,350.00,679.00,"244,407.40",20,21.00,10.00,3.09,1.45,0.24,912.48,"1,008.96","1,450.00",657.00
10,ALICL,Asian Life Insurance Company Limited,41.78,585.10,601.00,584.00,595.00,594.68,"9,831.00",590.70,"5,846,267.40",82,4.30,17.00,0.73,2.91,0.05,572.14,577.51,851.00,428.00
11,API,Api Power Company Limited,39.05,246.00,251.80,245.80,251.50,248.62,"63,448.00",245.90,"15,774,265.90",360,5.60,6.00,2.28,2.44,1.15,241.29,246.11,335.00,200.00
12,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,31.95,577.00,581.40,567.00,580.00,573.65,820.00,575.30,"470,396.00",61,4.70,14.40,0.82,2.54,1.09,0.00,0.00,963.00,316.00
13,BARUN,Barun Hydropower Company Limited,35.08,253.10,256.40,249.00,254.00,254.35,"10,378.00",252.00,"2,639,618.40",84,2.00,7.40,0.79,2.97,-0.14,237.75,258.90,541.60,190.30
14,BBC,Bishal Bazar Company Limited,31.97,"3,150.10","3,152.70","3,150.10","3,152.70","3,151.40",20.00,"3,091.00","63,028.00",2,61.70,2.60,2.00,0.08,0.04,"3,295.92","3,412.24","4,382.00","3,050.00"
15,BFC,Best Finance Company Limited,31.40,309.00,318.20,305.00,313.00,311.99,"2,765.00",309.00,"862,641.40",28,4.00,13.20,1.29,4.33,0.32,329.39,349.30,475.00,292.50
16,BHDC,Bindhyabasini Hydropower Development Company Limited,32.71,415.00,436.00,411.00,436.00,418.34,"2,435.00",418.90,"1,018,655.00",113,17.10,25.00,4.08,6.08,4.05,382.44,0.00,520.00,310.00
17,BHL,Balephi Hydropower Limited,31.99,305.00,314.00,301.00,301.00,308.51,"8,317.00",307.00,"2,565,844.50",131,-6.00,13.00,-1.95,4.32,-2.49,292.33,295.06,397.00,104.70
18,BHPL,Barahi Hydropower Public Limited,37.83,494.00,509.90,484.10,509.90,497.69,"1,447.00",504.00,"720,156.00",79,5.90,25.80,1.17,5.33,2.39,0.00,0.00,677.20,194.30
19,BNHC,Buddha Bhumi Nepal Hydropower Company Limited,48.25,418.00,426.00,394.10,426.00,411.19,"4,627.00",421.00,"1,902,556.00",77,5.00,31.90,1.19,8.09,3.48,391.45,394.27,633.00,306.00
20,BNT,Bottlers Nepal (Terai) Limited,37.15,"12,209.00","12,229.00","11,985.00","11,985.00","12,114.43",230.00,"11,990.00","2,786,320.00",17,-5.00,244.00,-0.04,2.04,-1.08,"12,734.22","12,936.39","15,371.30","11,396.00"
21,BPCL,Butwal Power Company Limited,31.67,312.00,312.00,306.10,309.00,309.29,"5,587.00",306.30,"1,728,004.00",89,2.70,5.90,0.88,1.93,-0.09,313.78,317.51,395.00,288.00
22,CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,42.29,794.00,795.00,778.00,795.00,787.25,"4,414.00",782.50,"3,474,900.50",106,12.50,17.00,1.60,2.19,0.98,"1,046.81","1,049.07","1,303.00",727.00
23,CBLD88,10.25% Civil Bank Debenture 2088,39.63,844.00,844.00,844.00,844.00,844.00,26.00,839.10,"21,944.00",1,4.90,0.00,0.58,0.00,0.00,0.00,0.00,"1,000.00",813.00
24,CFCL,Central Finance Limited,38.24,295.00,304.90,295.00,300.00,299.01,"7,440.00",295.30,"2,224,614.90",57,4.70,9.90,1.59,3.36,0.33,319.56,325.75,410.00,237.00
25,CGH,Chandragiri Hills Limited,44.21,"1,096.00","1,131.00","1,096.00","1,131.00","1,114.42","1,510.00","1,118.00","1,682,772.50",54,13.00,35.00,1.16,3.19,1.47,"1,115.43","1,095.54","1,487.00",900.20
26,CHCL,Chilime Hydro power Company Limited,27.49,460.10,469.00,460.10,469.00,464.65,"18,514.00",462.60,"8,602,593.70",148,6.40,8.90,1.38,1.93,0.93,417.14,411.42,504.10,347.90
27,CHDC,CEDB Hydropower Development Company Limited,30.09,698.00,724.00,698.00,717.00,712.12,"3,870.00",710.00,"2,755,908.00",78,7.00,26.00,0.99,3.72,0.68,691.93,709.42,869.00,590.00
