SN,Symbol,Name,Conf,Open,High,Low,Close,VWAP,Vol,Prev Close,Turnover,Trans,Diff,Range,Diff Percent,Range Percent,VWAP%,120 days,180 days,52 weeks high,52 weeks low
11,API,Api Power Company Limited,38.04,257.00,260.70,256.60,257.10,259.11,"63,739.00",258.60,"16,515,508.30",434,-1.50,4.10,-0.58,1.60,-0.78,239.02,245.45,510.00,200.00
12,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,38.99,623.30,648.70,615.00,648.70,625.88,"2,226.00",636.00,"1,393,220.00",116,12.70,33.70,2.00,5.48,3.52,0.00,0.00,963.00,316.00
13,BARUN,Barun Hydropower Company Limited,32.29,263.00,265.00,258.00,263.00,262.13,"20,032.00",259.60,"5,250,962.50",105,3.40,7.00,1.31,2.71,0.33,235.92,274.64,541.60,190.30
14,BBC,Bishal Bazar Company Limited,41.14,"3,211.00","3,326.00","3,205.00","3,326.00","3,226.30",100.00,"3,261.00","322,630.00",6,65.00,121.00,1.99,3.78,3.00,"3,326.86","3,432.13","4,550.00","3,083.00"
15,BFC,Best Finance Company Limited,41.05,319.70,329.70,319.70,326.00,325.88,"4,105.00",326.20,"1,337,744.60",42,-0.20,10.00,-0.06,3.13,0.04,335.41,351.64,476.90,292.50
16,BHDC,Bindhyabasini Hydropower Development Company Limited,45.03,443.80,451.00,437.00,440.00,443.99,"8,785.00",452.80,"3,900,451.50",148,-12.80,14.00,-2.83,3.20,-0.91,381.43,0.00,520.00,310.00
17,BHL,Balephi Hydropower Limited,41.98,329.00,341.70,329.00,335.00,335.13,"5,751.00",335.00,"1,927,316.10",113,0.00,12.70,0.00,3.86,-0.04,289.50,287.09,397.00,104.70
18,BHPL,Barahi Hydropower Public Limited,34.66,512.00,550.00,512.00,521.20,526.28,"2,811.00",522.00,"1,479,374.00",75,-0.80,38.00,-0.15,7.42,-0.97,0.00,0.00,677.20,194.30
19,BNHC,Buddha Bhumi Nepal Hydropower Company Limited,26.32,421.00,424.80,415.00,415.00,421.03,"1,808.00",427.40,"761,223.00",38,-12.40,9.80,-2.90,2.36,-1.45,388.07,390.67,715.00,306.00
20,BNT,Bottlers Nepal (Terai) Limited,35.69,"13,020.00","13,020.00","12,500.00","12,744.00","12,671.43",60.00,"12,804.00","760,286.00",6,-60.00,520.00,-0.47,4.16,0.57,"12,866.71","12,961.67","15,371.30","11,396.00"
21,BPCL,Butwal Power Company Limited,37.38,320.00,324.00,318.10,319.00,320.91,"6,748.00",318.00,"2,165,510.60",92,1.00,5.90,0.31,1.85,-0.60,312.85,317.50,424.00,288.00
22,CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,34.81,798.00,814.80,785.00,787.00,792.10,"8,741.00",798.00,"6,923,721.20",231,-11.00,29.80,-1.38,3.80,-0.65,"1,079.88","1,066.11","1,303.00",785.00
23,CFCL,Central Finance Limited,39.26,319.00,320.00,311.20,314.50,313.44,"5,095.00",313.00,"1,596,958.70",59,1.50,8.80,0.48,2.83,0.34,322.69,322.07,462.90,237.00
24,CGH,Chandragiri Hills Limited,37.10,"1,120.00","1,155.00","1,120.00","1,148.00","1,141.08",731.00,"1,129.00","834,130.00",35,19.00,35.00,1.68,3.13,0.60,"1,097.88","1,084.20","1,487.00",900.20
25,CHCL,Chilime Hydro power Company Limited,37.95,470.00,471.00,463.20,469.00,466.72,"21,725.00",469.90,"10,139,491.30",167,-0.90,7.80,-0.19,1.68,0.49,404.87,403.80,504.10,347.90
26,CHDC,CEDB Hydropower Development Company Limited,36.00,715.00,726.00,710.10,720.00,718.69,"1,820.00",721.30,"1,308,010.00",63,-1.30,15.90,-0.18,2.24,0.18,686.41,707.28,925.00,590.00
27,CHL,Chhyangdi Hydropower Company Limited,23.34,321.00,330.00,315.10,319.10,322.57,"23,210.00",320.70,"7,486,848.80",95,-1.60,14.90,-0.50,4.73,-1.09,255.28,258.43,475.00,193.10
28,CIT,Citizen Investment Trust,41.88,"2,015.00","2,035.00","2,005.00","2,026.00","2,022.61","4,737.00","2,015.00","9,581,095.10",137,11.00,30.00,0.55,1.50,0.17,"1,954.22","2,132.52","3,297.00","1,780.00"
29,CLBSL,Civil Laghubitta Bittiya Sanstha Limited,34.45,629.00,629.00,611.00,612.00,615.04,457.00,619.50,"281,073.50",20,-7.50,18.00,-1.21,2.95,-0.50,803.62,815.68,"1,018.00",592.00
30,CMF1,Citizens Mutual Fund-1,39.03,7.68,7.68,7.38,7.38,7.59,"7,570.00",7.53,"57,492.60",5,-0.15,0.30,-1.99,4.07,-2.91,8.03,8.16,10.00,6.75
31,CMF2,Citizens Mutual Fund - 2,50.36,8.00,8.00,7.69,8.00,7.99,"51,500.00",8.00,"411,685.00",5,0.00,0.31,0.00,4.03,0.08,8.20,8.53,10.76,7.24
32,CORBL,Corporate Development Bank Limited,35.35,312.00,312.00,302.00,302.00,303.21,"1,996.00",306.00,"605,213.00",20,-4.00,10.00,-1.31,3.31,-0.40,294.52,298.18,575.00,211.30
33,CZBIL,Citizens Bank International Limited,40.70,180.00,182.00,179.00,179.00,180.01,"15,499.00",180.00,"2,789,924.10",130,-1.00,3.00,-0.56,1.68,-0.56,189.46,194.74,278.00,175.00
34,DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,36.16,669.10,692.00,668.00,685.00,682.25,"5,493.00",681.50,"3,747,614.00",107,3.50,24.00,0.51,3.59,0.40,936.28,953.17,"1,199.00",668.00
35,DHPL,Dibyashwari Hydropower Company Limited,40.67,226.00,232.00,226.00,229.90,228.47,"4,265.00",229.90,"974,405.40",50,0.00,6.00,0.00,2.65,0.62,201.44,204.84,327.00,160.10
36,DLBS,Dhaulagiri Laghubitta Bittiya Sanstha Limited,34.32,825.00,845.00,825.00,828.20,836.84,560.00,840.00,"468,629.00",23,-11.80,20.00,-1.40,2.42,-1.04,0.00,0.00,"1,662.00",177.70
37,DORDI,Dordi Khola Hydropower Company Limited,31.47,309.00,320.10,309.00,315.00,313.66,"4,751.00",314.00,"1,490,202.50",189,1.00,11.10,0.32,3.59,0.43,276.76,0.00,408.00,217.00
38,EBL,Everest Bank Limited,40.18,505.00,506.00,500.00,505.00,502.96,"19,303.00",501.10,"9,708,560.60",133,3.90,6.00,0.78,1.20,0.40,499.25,490.20,558.90,411.00
39,EBLD86,8.5% Everest Bank Debenture,27.16,750.20,757.00,750.20,757.00,753.60,50.00,765.00,"37,680.00",2,-8.00,6.80,-1.05,0.91,0.45,0.00,0.00,"1,000.00",725.00
40,EDBL,Excel Development Bank Limited,33.12,321.00,321.30,314.10,315.90,316.33,"4,273.00",319.00,"1,351,684.70",56,-3.10,7.20,-0.97,2.29,-0.14,325.10,335.38,495.00,291.20
41,EHPL,Eastern Hydropower Limited,39.06,454.90,460.00,442.10,453.00,445.51,"2,660.00",464.10,"1,185,068.00",76,-11.10,17.90,-2.39,4.05,1.65,0.00,0.00,508.00,216.00
42,ENL,Emerging Nepal Limited,36.94,646.00,672.10,646.00,672.10,651.28,280.00,659.00,"182,357.00",18,13.10,26.10,1.99,4.04,3.10,634.06,656.16,"1,481.90",482.00
43,FMDBL,First Microfinance Laghubitta Bittiya Sanstha Limited,33.70,531.00,536.00,530.10,531.10,532.66,"5,474.00",536.10,"2,915,772.40",87,-5.00,5.90,-0.93,1.11,-0.29,656.17,666.62,835.00,530.10
44,FOWAD,Forward Microfinance Laghubitta Bittiya Sanstha Limited,35.92,"1,270.00","1,299.00","1,260.00","1,260.00","1,267.39","4,881.00","1,290.00","6,186,117.50",132,-30.00,39.00,-2.33,3.10,-0.59,"2,237.87","2,335.21","2,950.00","1,260.00"
45,GBBD85,8.75% Garima Debenture 2085,37.86,800.00,800.00,800.00,800.00,800.00,25.00,800.00,"20,000.00",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,000.00",722.50
46,GBBL,Garima Bikas Bank Limited,39.32,361.80,361.80,353.00,355.00,355.15,"11,901.00",354.80,"4,226,692.90",95,0.20,8.80,0.06,2.49,-0.04,373.24,377.13,490.00,318.00
47,GBIME,Global IME Bank Limited,38.44,190.00,190.00,186.00,187.00,187.23,"70,476.00",187.20,"13,195,057.10",477,-0.20,4.00,-0.11,2.15,-0.12,274.42,293.92,326.00,183.80
48,GBLBS,Grameen Bikas Laghubitta Bittiya Sanstha Limited,39.94,465.00,486.90,465.00,484.00,478.40,"3,586.00",473.00,"1,715,552.80",55,11.00,21.90,2.33,4.71,1.16,610.15,660.11,957.00,465.00
49,GFCL,Goodwill Finance Company Limited,38.69,455.90,456.90,450.00,455.00,454.93,"4,150.00",448.00,"1,887,958.00",27,7.00,6.90,1.56,1.53,0.02,467.99,476.59,634.00,358.00
50,GHL,Ghalemdi Hydro Limited,36.23,270.40,274.00,267.10,271.00,270.63,"17,724.00",270.40,"4,796,592.20",116,0.60,6.90,0.22,2.58,0.14,223.80,221.52,341.00,164.20
51,GIBF1,Global IME Balance Fund-I,45.35,7.67,8.05,7.67,8.05,7.78,"2,600.00",7.80,"20,237.00",16,0.25,0.38,3.21,4.95,3.31,0.00,0.00,10.00,7.55
52,GILB,Global IME Laghubitta Bittiya Sanstha Limited,34.99,749.00,760.00,733.10,741.00,736.47,"1,118.00",749.00,"823,372.00",31,-8.00,26.90,-1.07,3.67,0.61,"1,138.57","1,196.68","1,652.40",733.10
53,GIMES1,Global IME Samunnat Scheme 1,30.66,9.60,9.65,9.32,9.32,9.57,"47,728.00",9.48,"456,680.46",18,-0.16,0.33,-1.69,3.54,-2.67,9.04,9.25,12.07,8.08
54,GLBSL,Gurans Laghubitta Bittiya Sanstha Limited,33.56,674.80,680.00,664.00,665.00,667.53,240.00,688.50,"160,206.40",11,-23.50,16.00,-3.41,2.41,-0.38,838.84,902.67,"1,360.00",664.00
55,GLH,Greenlife Hydropower Limited,33.22,299.00,303.00,295.00,298.00,299.14,"7,948.00",294.00,"2,377,583.00",113,4.00,8.00,1.36,2.71,-0.38,273.77,289.04,511.00,219.00
56,GLICL,Gurans Life Insurance Company Limited,42.23,395.00,403.90,395.00,403.90,399.69,"9,548.00",403.00,"3,816,286.60",81,0.90,8.90,0.22,2.25,1.04,564.26,565.57,721.00,394.10
57,GMFBS,Ganapati Laghubitta Bittiya Sanstha Limited,32.07,731.00,731.00,731.00,731.00,731.00,14.00,745.00,"10,234.00",1,-14.00,0.00,-1.88,0.00,0.00,835.03,884.41,"1,225.00",706.00
58,GMFIL,Guheswori Merchant Banking & Finance Limited,36.22,320.10,332.50,319.50,327.00,324.64,"1,733.00",326.00,"562,596.60",18,1.00,13.00,0.31,4.07,0.72,334.31,332.79,431.90,223.90
59,GRDBL,Green Development Bank Limited,40.69,260.00,265.00,256.00,261.00,261.41,"1,824.00",265.00,"476,803.80",25,-4.00,9.00,-1.51,3.52,-0.16,252.11,250.67,363.90,182.00
60,GUFL,Gurkhas Finance Limited,35.09,500.10,513.00,500.10,509.50,510.22,"5,097.00",510.00,"2,600,614.00",56,-0.50,12.90,-0.10,2.58,-0.14,535.84,533.45,715.00,357.00
61,GVL,Green Ventures Limited,44.72,430.00,464.10,426.20,464.10,438.81,"22,253.00",433.00,"9,764,894.10",292,31.10,37.90,7.18,8.89,5.45,359.04,352.21,511.00,255.10
62,GWFD83,12% Goodwill Finance Limited Debenture 2083,37.51,"1,000.00","1,000.00","1,000.00","1,000.00","1,000.00",25.00,"1,000.00","25,000.00",1,0.00,0.00,0.00,0.00,0.00,"1,074.11",0.00,"1,171.00",989.80
63,HBL,Himalayan Bank Limited,38.91,233.00,239.00,232.00,236.00,236.06,"15,414.00",236.00,"3,638,705.80",173,0.00,7.00,0.00,3.02,-0.03,313.23,313.54,505.00,225.70
64,HDHPC,Himal Dolakha Hydropower Company Limited,41.00,228.00,229.00,224.20,224.60,226.31,"49,869.00",226.00,"11,286,094.10",205,-1.40,4.80,-0.62,2.14,-0.76,199.38,203.88,319.00,161.00
65,HDL,Himalayan Distillery Limited,38.17,"2,050.00","2,050.00","1,975.00","1,975.00","1,989.67","30,708.00","2,015.00","61,098,633.70","1,014",-40.00,75.00,-1.99,3.80,-0.74,"3,200.45","3,299.41","4,323.00","1,975.00"
66,HEI,Himalayan Everest Insurance Limited,32.08,400.60,420.00,400.60,412.30,412.95,"8,387.00",408.76,"3,463,412.70",61,3.54,19.40,0.87,4.84,-0.16,401.89,0.00,525.00,345.00
67,HEIP,Himalayan Everest Insurance Limited Promoter,46.53,271.10,275.40,260.60,275.40,267.24,"2,263.00",276.60,"604,760.90",11,-1.20,14.80,-0.43,5.68,2.96,0.00,0.00,367.40,214.20
68,HHL,Himalayan Hydropower Limited,28.27,298.00,309.90,294.10,304.90,301.30,"4,527.00",298.00,"1,363,988.90",164,6.90,15.80,2.32,5.37,1.18,255.13,0.00,362.10,202.00
69,HIDCL,Hydroelectricity Investment and Development Company Limited,42.31,197.00,198.00,195.40,196.00,196.34,"54,230.00",196.50,"10,647,641.70",273,-0.50,2.60,-0.25,1.33,-0.17,185.81,192.77,308.00,159.80
70,HIDCLP,Hydroelectricity Investment and Development Company Limited Promoter Share,34.77,102.00,102.00,101.00,101.50,101.36,"15,850.00",101.70,"1,606,591.30",35,-0.20,1.00,-0.20,0.99,0.14,101.61,0.00,126.40,95.00
71,HPPL,Himalayan Power Partner Limited,35.28,292.00,304.00,292.00,300.50,300.85,"7,584.00",297.40,"2,281,670.50",57,3.10,12.00,1.04,4.11,-0.12,297.51,314.77,476.00,217.60
72,HURJA,Himalaya Urja Bikas Company Limited,40.46,354.00,363.00,354.00,363.00,359.50,"3,185.00",360.00,"1,145,008.40",43,3.00,9.00,0.83,2.54,0.96,272.05,264.55,494.10,190.50
73,ICFC,ICFC Finance Limited,35.19,430.00,432.00,420.00,427.00,425.11,"9,319.00",428.00,"3,961,610.10",97,-1.00,12.00,-0.23,2.86,0.44,450.37,461.02,665.00,363.00
74,ICFCD83,12% ICFC Finance Limited Debenture 2083,44.19,"1,005.00","1,015.00","1,005.00","1,015.00","1,009.20",88.00,"1,015.00","88,810.00",3,0.00,10.00,0.00,1.00,0.57,"1,050.07","1,079.36","1,144.00",988.10
75,IGI,IME General Insurance Limited,38.67,403.00,411.00,403.00,406.20,406.04,"12,357.00",409.00,"5,017,490.60",90,-2.80,8.00,-0.68,1.99,0.04,401.56,401.73,740.00,333.20
76,ILBS,Infinity Laghubitta Bittiya Sanstha Limited,33.87,634.10,635.00,624.00,635.00,626.80,509.00,646.00,"319,041.60",21,-11.00,11.00,-1.70,1.76,1.29,894.60,929.49,"1,220.00",617.00
77,JALPA,Jalpa  Samudayik Laghubitta Bittiya Sanstha Limited,33.74,"2,380.00","2,380.00","2,329.50","2,349.00","2,351.15",451.00,"2,335.00","1,060,370.00",33,14.00,50.50,0.60,2.17,-0.09,"3,148.81","2,974.41","3,770.00",319.70
78,JBBL,Jyoti Bikash Bank Limited,37.41,274.00,275.00,270.00,274.00,273.52,"14,125.00",274.90,"3,863,486.20",106,-0.90,5.00,-0.33,1.85,0.17,286.52,292.40,434.00,248.00
79,JBLB,Jeevan Bikas Laghubitta Bittiya Sanstha Limited,36.38,"1,850.60","1,900.00","1,829.00","1,830.00","1,854.08","6,222.00","1,880.10","11,536,063.20",259,-50.10,71.00,-2.66,3.88,-1.32,"2,601.60","2,659.73","5,260.00","1,829.00"
80,JFL,Janaki Finance Company Limited,41.29,380.10,384.90,379.10,380.00,380.80,"6,859.00",378.00,"2,611,926.00",51,2.00,5.80,0.53,1.53,-0.21,386.74,391.07,535.00,305.00
81,JOSHI,Joshi Hydropower Development Company Limited,39.19,275.30,285.00,270.00,278.90,276.70,"30,992.00",280.90,"8,575,586.10",233,-2.00,15.00,-0.71,5.56,0.79,219.17,217.47,318.00,164.80
82,JSLBB,Janautthan Samudayic Laghubitta Bittiya Sanstha Limited,35.89,"1,118.00","1,131.00","1,096.10","1,100.00","1,112.42","1,072.00","1,139.90","1,192,513.00",26,-39.90,34.90,-3.50,3.18,-1.13,"1,578.45","1,662.95","2,330.00","1,096.10"
83,KBL,Kumari Bank Limited,40.24,179.50,179.50,175.90,178.00,176.89,"62,024.00",178.50,"10,971,232.50",303,-0.50,3.60,-0.28,2.05,0.63,193.16,198.87,243.00,175.00
84,KBLD86,10.25% Kumari Bank Debenture 2086,30.20,850.00,850.00,850.00,850.00,850.00,25.00,837.10,"21,250.00",1,12.90,0.00,1.54,0.00,0.00,"1,002.75",0.00,"1,009.50",837.10
85,KBLPO,Kumari Bank Limited Promotor Share,27.47,110.80,110.80,110.80,110.80,138.00,"2,000.00",110.80,"276,000.00",1,0.00,0.00,0.00,0.00,-24.55,131.20,0.00,130.00,100.00
86,KDBY,Kumari Dhanabriddhi Yojana,34.11,7.85,8.02,7.85,7.91,7.90,"5,750.00",8.00,"45,432.00",37,-0.09,0.17,-1.13,2.17,0.11,8.26,0.00,10.43,7.46
87,KEF,Kumari Equity Fund,34.10,7.75,7.90,7.75,7.82,7.81,"5,320.00",7.89,"41,547.40",15,-0.07,0.15,-0.89,1.94,0.13,8.25,8.44,10.07,7.73
88,KKHC,Khani Khola Hydropower Company Limited,39.76,243.00,248.00,243.00,247.00,245.96,"3,035.00",247.00,"746,489.10",27,0.00,5.00,0.00,2.06,0.42,209.75,212.38,318.00,163.80
89,KLBS,Khaptad Laghubitta Bittiya Sanstha Limited,38.06,940.80,998.50,934.00,998.50,959.90,70.00,960.00,"67,193.00",7,38.50,64.50,4.01,6.91,3.87,0.00,0.00,"1,870.00",303.20
90,KLBSL,Kisan Laghubitta Bittiya Sanstha Limited(Former NRN Laghubitta Bittiya Sanstha Limited),36.08,703.00,703.00,666.40,666.40,672.44,444.00,690.00,"298,562.80",12,-23.60,36.60,-3.42,5.49,-0.91,818.93,849.61,"1,590.00",646.80
91,KMCDB,Kalika Laghubitta Bittiya Sanstha Limited,34.36,778.00,784.00,775.00,784.00,778.18,294.00,788.90,"228,785.20",15,-4.90,9.00,-0.62,1.16,0.74,933.13,987.14,"1,359.00",761.00
92,KPCL,Kalika Power Company Limited,36.17,397.90,397.90,377.40,385.00,381.13,518.00,392.00,"197,424.20",20,-7.00,20.50,-1.79,5.43,1.01,346.55,361.55,527.00,289.00
93,KRBL,Karnali Development Bank Limited,34.22,275.00,275.00,269.40,269.40,271.06,"4,126.00",275.00,"1,118,411.60",31,-5.60,5.60,-2.04,2.08,-0.62,257.52,253.75,435.00,198.90
94,KSBBL,Kamana Sewa Bikas Bank Limited,32.99,311.00,318.00,307.40,313.10,313.19,"6,171.00",312.90,"1,932,690.60",78,0.20,10.60,0.06,3.45,-0.03,320.47,332.18,515.00,292.00
95,LBBL,Lumbini Bikas Bank Limited,32.70,330.00,332.00,329.00,329.10,329.98,"9,518.00",332.00,"3,140,718.80",66,-2.90,3.00,-0.87,0.91,-0.27,351.07,357.12,503.00,290.10
96,LBL,Laxmi Bank Limited,41.93,180.00,183.60,179.60,180.00,180.74,"29,962.00",180.00,"5,415,480.90",145,0.00,4.00,0.00,2.23,-0.41,197.21,198.54,272.00,179.60
97,LEC,Liberty Energy Company Limited,47.32,289.10,289.10,280.00,287.00,285.12,"9,331.00",295.00,"2,660,445.90",111,-8.00,9.10,-2.71,3.25,0.66,246.93,250.63,384.00,203.00
98,LICN,Life Insurance Corporation Nepal Limited,35.83,"1,402.00","1,402.00","1,360.00","1,361.00","1,361.77","4,140.00","1,374.70","5,637,723.60",44,-13.70,42.00,-1.00,3.09,-0.06,"1,394.43","1,399.25","2,274.00","1,065.00"
99,LLBS,Laxmi Laghubitta Bittiya Sanstha Limited,32.83,706.00,707.00,698.60,698.60,700.69,938.00,720.30,"657,251.60",24,-21.70,8.40,-3.01,1.20,-0.30,"1,097.44","1,158.31","1,506.00",698.60
100,LUK,Laxmi Unnati Kosh,40.59,8.23,8.23,7.79,7.79,7.98,"13,700.00",8.07,"109,282.00",8,-0.28,0.44,-3.47,5.65,-2.40,8.11,8.52,10.50,7.52
101,MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,46.21,302.00,319.60,302.00,312.10,313.88,"27,320.00",308.00,"8,575,127.40",623,4.10,17.60,1.33,5.83,-0.57,250.09,246.74,412.00,193.30
102,MBL,Machhapuchchhre Bank Limited,36.40,223.10,228.50,223.10,224.00,224.59,"20,727.00",226.00,"4,655,011.20",91,-2.00,5.40,-0.88,2.42,-0.26,226.54,230.64,305.00,199.00
103,MDB,Miteri Development Bank Limited,43.21,359.00,364.20,355.10,361.00,359.12,"15,242.00",357.10,"5,473,748.70",61,3.90,9.10,1.09,2.56,0.52,379.32,378.18,525.00,308.00
104,MEN,Mountain Energy Nepal Limited,36.42,765.00,765.00,754.00,758.00,762.83,"1,560.00",758.00,"1,190,012.00",35,0.00,11.00,0.00,1.46,-0.64,768.64,788.80,"1,135.00",692.00
105,MERO,Mero Microfinance Laghubitta Bittiya Sanstha Limited,35.46,563.00,570.00,556.00,556.10,561.89,"2,790.00",563.00,"1,567,659.40",63,-6.90,14.00,-1.23,2.52,-1.04,748.57,790.00,"1,089.90",556.00
106,MFIL,Manjushree Finance Limited,41.35,443.00,448.00,438.20,444.80,441.98,"7,446.00",442.00,"3,290,970.90",85,2.80,9.80,0.63,2.24,0.63,426.72,432.85,659.00,362.00
107,MFLD85,9.5%  Manjushree Finance Ltd. Debenture 2085,42.81,834.00,834.00,834.00,834.00,834.00,25.00,821.00,"20,850.00",1,13.00,0.00,1.58,0.00,0.00,901.12,940.47,940.00,805.10
108,MHL,Mandakini Hydropower Limited,29.79,385.00,388.00,377.40,386.50,382.82,"2,180.00",392.70,"834,546.00",97,-6.20,10.60,-1.58,2.81,0.95,358.98,0.00,436.00,237.30
109,MHNL,Mountain Hydro Nepal Limited,38.39,301.40,302.90,296.00,296.00,300.00,"18,811.00",301.00,"5,643,206.60",75,-5.00,6.90,-1.66,2.33,-1.35,272.20,275.25,462.00,212.00
110,MKJC,Mailung Khola Jal Vidhyut Company Limited,36.86,440.60,446.90,438.70,446.90,443.38,"1,089.00",446.90,"482,845.50",35,0.00,8.20,0.00,1.87,0.79,439.98,450.36,695.00,372.60
111,MKLB,Manakamana Smart Laghubitta Bittiya Sanstha Limited,32.60,746.80,746.80,718.00,731.90,725.55,419.00,762.00,"304,004.00",30,-30.10,28.80,-3.95,4.01,0.87,865.41,903.31,"1,305.00",702.00
112,MLBBL,Mithila Laghubitta Bittiya Sanstha Limited,33.10,775.00,775.00,745.00,745.00,754.20,189.00,775.20,"142,544.30",6,-30.20,30.00,-3.90,4.03,-1.24,"1,049.65","1,120.08","1,605.00",740.00
113,MLBL,Mahalaxmi Bikas Bank Limited,36.28,316.00,316.00,310.30,310.30,311.93,"14,564.00",313.00,"4,542,895.60",91,-2.70,5.70,-0.86,1.84,-0.52,344.32,356.73,485.00,297.00
114,MLBS,Manushi Laghubitta Bittiya Sanstha Limited,45.24,785.40,847.00,785.40,847.00,844.01,505.00,770.00,"426,225.00",26,77.00,61.60,10.00,7.84,0.35,"1,025.72","1,061.08","1,460.00",740.00
115,MLBSL,Mahila Laghubitta Bittiya Sanstha Limited,38.42,"2,112.10","2,197.20","2,100.00","2,100.00","2,124.46","1,149.00","2,155.00","2,441,006.00",65,-55.00,97.20,-2.55,4.63,-1.16,"3,691.75","3,667.31","4,329.60","2,100.00"
116,MMF1,Mega Mutual Fund - 1,35.07,7.09,7.11,6.96,7.02,6.99,"15,610.00",7.23,"109,088.45",33,-0.21,0.15,-2.90,2.16,0.45,7.43,7.57,9.13,6.75
117,MMFDB,Mirmire Laghubitta Bittiya Sanstha Limited,32.27,606.00,618.00,605.10,610.00,609.19,297.00,610.10,"180,929.00",17,-0.10,12.90,-0.02,2.13,0.13,871.84,938.82,"1,350.00",605.00
118,MNBBL,Muktinath Bikas Bank Limited,30.00,389.60,390.00,385.00,387.00,386.37,"10,979.00",387.90,"4,241,985.20",130,-0.90,5.00,-0.23,1.30,0.16,417.51,425.27,525.00,368.00
119,MPFL,Multipurpose Finance Company Limited,39.07,334.00,340.60,325.00,325.00,332.18,"6,703.00",327.80,"2,226,606.00",43,-2.80,15.60,-0.85,4.80,-2.21,326.27,311.42,418.00,206.10
120,MSLB,Mahuli Laghubitta Bittiya Sanstha Limited,34.57,885.30,887.00,875.00,875.00,879.73,263.00,868.00,"231,368.00",13,7.00,12.00,0.81,1.37,-0.54,"1,073.88","1,097.55","1,499.00",855.00
121,NABBC,Narayani Development Bank Limited,49.24,407.00,415.00,402.00,413.10,403.97,"7,667.00",414.50,"3,097,216.00",23,-1.40,13.00,-0.34,3.23,2.21,397.08,403.11,555.00,317.70
122,NABIL,Nabil Bank Limited,35.00,625.00,625.00,605.00,606.00,609.27,"50,724.00",613.00,"30,904,775.80",813,-7.00,20.00,-1.14,3.31,-0.54,760.83,781.25,"1,080.00",605.00
123,NADEP,NADEP Laghubitta Bittiya Sanstha Limited,35.16,550.00,550.00,534.10,540.00,537.06,"4,738.00",542.30,"2,544,582.80",89,-2.30,15.90,-0.42,2.98,0.54,760.10,728.15,"1,011.00",534.10
124,NBF2,Nabil Balanced Fund - 2,27.69,7.90,8.00,7.84,7.86,7.88,"2,550.00",7.87,"20,095.00",7,-0.01,0.16,-0.13,2.04,-0.26,8.59,9.11,11.20,7.45
